Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Time,First Touch Price (¢),Permanent Cross Time,Permanent Cross Price (¢),Market Close Time,Betting Window (min),Betting Window (sec),Prediction Correct,Trades Count
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25DEC04-CANC,What will Druski say during Jimmy Kimmel Live!?,no,0,2025-12-04T04:48:13.990815Z,90,,,2025-12-04T15:00:00Z,,,WRONG,236
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-WEAP,What will Mark Kelly say during Jimmy Kimmel Live!?,no,0,2025-11-26T04:59:16.930623Z,91,,,2025-11-26T15:00:00Z,,,WRONG,93
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-TRUM,What will Mark Kelly say during Jimmy Kimmel Live!?,yes,100,2025-11-24T23:31:27.313591Z,91,2025-11-26T05:27:46.325174Z,95,2025-11-26T15:00:00Z,572.2,34333,CORRECT,136
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-THRE,What will Mark Kelly say during Jimmy Kimmel Live!?,no,0,2025-11-26T05:11:27.925432Z,90,,,2025-11-26T15:00:00Z,,,WRONG,148
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-SEDI,What will Mark Kelly say during Jimmy Kimmel Live!?,yes,100,2025-11-26T05:24:54.804026Z,90,2025-11-26T05:25:35.527259Z,99,2025-11-26T15:00:00Z,574.4,34464,CORRECT,109
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-NATI,What will Mark Kelly say during Jimmy Kimmel Live!?,no,0,2025-11-26T04:44:52.947566Z,90,,,2025-11-26T15:00:00Z,,,WRONG,142
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-MILI,What will Mark Kelly say during Jimmy Kimmel Live!?,yes,100,2025-11-25T07:49:33.980563Z,90,2025-11-26T05:26:33.899859Z,95,2025-11-26T15:00:00Z,573.4,34406,CORRECT,115
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV26-DEAT,What will Mark Kelly say during Jimmy Kimmel Live!?,yes,100,2025-11-25T01:32:59.257515Z,91,2025-11-26T05:24:19.280018Z,91,2025-11-26T15:00:00Z,575.7,34540,CORRECT,160
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-TRUM,What will Eric Swalwell say during Jimmy Kimmel Live!?,yes,100,2025-11-18T02:00:59.530209Z,91,2025-11-21T05:29:07.23962Z,98,2025-11-21T15:00:00Z,570.9,34252,CORRECT,106
KXKIMMELMENTION,Jimmy Kimmel Mention,KXKIMMELMENTION-25NOV21-NEWS,What will Eric Swalwell say during Jimmy Kimmel Live!?,no,0,2025-11-19T01:46:52.889656Z,90,,,2025-11-21T15:00:00Z,,,WRONG,51
