ticker,title,category,series_ticker,result,hit_90_percent,crossing_timestamp,crossing_price,volume,signal_timing
KXMVESPORTSMULTIGAMEEXTENDED-S20260898602C6F1-7A28AD6F55A,"yes Arkansas,yes Western Illinois,yes Villanova,yes Arizona St.,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202603D18C1524E-680B6A16DEC,"yes Arkansas,yes Western Illinois,yes Villanova,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026CB1C8032ACA-7047893273D,"yes Houston,yes San Antonio,no Phoenix wins by over 7.5 Points,no New York wins by over 6.5 Points,yes Iowa St.,yes Villanova,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,176,
KXMVESPORTSMULTIGAMEEXTENDED-S2026193A78A4749-C1868DDD8A3,"yes Jalen Brunson: 25+,yes Karl-Anthony Towns: 15+,yes Jalen Brunson: 4+,yes Karl-Anthony Towns: 8+",Sports,KXMVESPORTSMULTIGAMEEXTENDED,yes,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20261C3F9B80C29-15AEFBFCE72,"yes New York,yes Houston,yes Marquette,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B1B22E13CCE-51286102D5D,"yes Phoenix,yes Marquette,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20263E78F393158-0EB16DC4A57,"yes New York,yes San Antonio,yes Duke,yes Western Illinois,yes Houston,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,533,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C6446459670-78BE8847C5E,"yes Iowa St.,yes Arizona St.,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,52,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B7D67C2A4CA-40BAF036F39,"yes Phoenix,yes New York,yes Houston,yes San Antonio,yes Arkansas,yes Colorado St.,yes Duke,yes Western Illinois,yes Utah St.,yes Houston,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes UNLV,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,246,
KXMVESPORTSMULTIGAMEEXTENDED-S20267ECBED4CD47-FFBC435B75F,"yes Phoenix,yes New York,yes Houston,yes San Antonio,yes Cooper Flagg: 15+,yes Arkansas,yes BYU,yes Colorado St.,yes Duke,yes Fordham,yes Utah St.,yes Houston,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes UNLV,yes Virginia,yes Vanderbilt,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,130,
KXMVESPORTSMULTIGAMEEXTENDED-S2026BBD852859AA-09FD22D62A2,"yes SMU,yes Nebraska,yes Miami (FL),yes George Washington,yes Florida St.",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20262A18FF7A468-FF6E2D3492D,"yes New York,yes Arkansas,yes BYU,yes Duke,yes Fordham,yes Utah St.,yes Houston,yes Nebraska,yes Virginia,yes Vanderbilt,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,151,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B8D75B9C706-AF7E829A5C0,"yes Saint Joseph's,yes SMU,yes Nebraska,yes Miami (FL),yes George Washington,yes Florida St.,yes Auburn",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20260BAAE157BF0-6239891FEEC,"yes Western Illinois,yes Fordham,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202626EF3BCB015-2A64BB89A2D,"yes Arizona St.,yes Nebraska,no Arkansas wins by over 11.5 Points,yes Gonzaga wins by over 8.5 Points,yes Over 150.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,25,
KXMVESPORTSMULTIGAMEEXTENDED-S2026E9240896BAF-E9F81179DC7,"yes Colorado St.,yes Marquette,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C4E2D2C86D0-E45865E0F85,"yes Fordham,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202679E89AA163A-B9EAE721676,"yes Pascal Siakam: 2+,yes Josh Hart: 9+",Sports,KXMVESPORTSMULTIGAMEEXTENDED,yes,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026884DBED8AC3-25A54465E6B,"yes Western Illinois,yes Villanova,yes Arizona St.,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026E108408D1EC-53A0919277C,"yes Phoenix,yes New York,yes Houston,yes San Antonio,yes Arkansas,yes BYU,yes Colorado St.,yes Duke,yes Western Illinois,yes Fordham,yes Utah St.,yes Houston,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes UNLV,yes Virginia,yes Vanderbilt,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,946,
KXMVESPORTSMULTIGAMEEXTENDED-S202693AACBA5FCB-353E90F7259,"yes New York,yes BYU,yes Colorado St.,yes Duke,yes Utah St.,yes Houston,yes Villanova,yes Nebraska,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,120,
KXMVESPORTSMULTIGAMEEXTENDED-S20260D30A982F16-B2D98CDBF83,"yes Arkansas,yes Marquette,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026062D13FE270-544603F0DE5,"yes Phoenix,yes New York,yes San Antonio,yes Marquette,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B9CD214030B-F53448F9DE4,"yes Marquette,yes Nebraska,no Over 152.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B9CD214030B-D3EA3726B77,"yes Marquette,yes Nebraska,yes Over 152.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026A6BA122F367-73B8483F2CD,"yes Phoenix,yes New York,yes Houston,yes BYU,yes Villanova,yes Nebraska,yes Virginia,yes Vanderbilt,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,23,
KXMVESPORTSMULTIGAMEEXTENDED-S202690CA6857EDE-1FE015F7B71,"yes Iowa St.,yes Nebraska,yes Wisconsin,yes Duke wins by over 9.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202620467781FBE-F5C0E6EFD50,"yes Phoenix,yes New York,yes Houston,yes BYU,yes Villanova,yes Nebraska,yes Virginia,yes Vanderbilt",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20263DC8478944D-D9BD5AA5E5B,"yes Dallas,yes New York,no Houston wins by over 4.5 Points,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,136,
KXMVESPORTSMULTIGAMEEXTENDED-S20268D005056104-882E303116C,"yes Arkansas,yes Colorado St.,yes Duke,yes Western Illinois,yes Houston,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes UNLV,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026A53BE2BD63A-D24009FC97A,"yes Phoenix,yes New York,yes Houston,yes San Antonio,yes Arkansas,yes BYU,yes Duke,yes Utah St.,yes Houston,yes Iowa St.,yes Villanova,yes Nebraska,yes UNLV,yes Virginia,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,46,
KXMVESPORTSMULTIGAMEEXTENDED-S202674FAE62C992-3F4281B764A,"yes Oklahoma St.,yes Nebraska,yes Iowa St. wins by over 3.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D947A07403B-096F382DD2F,"yes Arkansas,yes Western Illinois,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes UNLV,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202674FAE62C992-65E91BBB161,"yes Oklahoma St.,yes Nebraska,yes Iowa St. wins by over 6.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20263B980E2ECED-695796B9A57,"yes Dallas,yes Marquette,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,498,
KXMVESPORTSMULTIGAMEEXTENDED-S202613F18A87EDA-CB4E6947EA6,"yes LSU,yes BYU,yes Arizona St.,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,70,
KXMVESPORTSMULTIGAMEEXTENDED-S2026A02D7864F5E-5E69D4EA104,"yes Phoenix,yes New York,yes Los Angeles C,yes San Antonio,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,784,
KXMVESPORTSMULTIGAMEEXTENDED-S20266A530FE2DCF-C97AEE0DB82,"yes Houston,no New York wins by over 6.5 Points,yes San Antonio wins by over 8.5 Points,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,72,
KXMVESPORTSMULTIGAMEEXTENDED-S2026FB909F953F5-80A11AB5798,"yes Arkansas,yes Duke,yes Houston,yes Iowa St.,yes Arizona St.,yes Nebraska,yes UNLV,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,15,
KXMVESPORTSMULTIGAMEEXTENDED-S2026FB687374C3D-1F28A047EA3,"yes Arkansas,yes Nebraska,yes Villanova wins by over 3.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,33,
KXMVESPORTSMULTIGAMEEXTENDED-S202667129CDD026-8E3EA0C8510,"yes Purdue wins by over 2.5 Points,no Over 136.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20265D3FD00ECD1-FE23A94930F,"yes Fordham,yes Nebraska,yes Virginia",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D53E68E7AE9-BCE66DE8B07,"yes Phoenix,yes New York,yes Houston,yes Los Angeles L,yes Marquette,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20267A95C14030D-859EF146705,"yes Phoenix,yes New York,yes Houston,yes Los Angeles L,yes Marquette,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202659E2903308A-CEF733CF9D8,"yes BYU,yes Villanova,yes Purdue,yes George Washington,yes Virginia,no Over 143.5 points scored,no Over 154.5 points scored,no Over 165.5 points scored,no Over 176.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026874CB756C64-CE7AFD13360,"yes Fordham,yes Villanova,yes Oklahoma St.,yes Nebraska,yes Auburn",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202603037D3A14D-30D871C1AAE,"yes Arkansas,yes Pittsburgh,yes Arizona St.,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,5,
KXMVESPORTSMULTIGAMEEXTENDED-S202609D02F5E36D-CFB9A0328CA,"yes Villanova,yes Nebraska,yes BYU wins by over 4.5 Points,no Vanderbilt wins by over 10.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,52,
KXMVESPORTSMULTIGAMEEXTENDED-S2026F4942C9EB09-6CC9CA67B7B,"yes Nebraska,yes BYU wins by over 4.5 Points,no Vanderbilt wins by over 10.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026F52E4983EB4-DBAAC19B529,"yes Phoenix,yes New York,yes Houston,yes Los Angeles L,yes Arkansas,yes Villanova,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,506,
KXMVESPORTSMULTIGAMEEXTENDED-S2026BBDD8E75B0C-84D2E53CDD1,"yes Fordham,yes Villanova,yes Oklahoma St.,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D53E68E7AE9-D155DBA6875,"yes Phoenix,yes New York,yes Houston,yes Los Angeles L,yes Villanova,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20267A95C14030D-E570365B39F,"yes Phoenix,yes New York,yes Houston,yes Los Angeles L,yes Villanova,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202650583151B72-E4D771D2E74,"yes New York,yes Houston,yes Nebraska,yes BYU wins by over 4.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,653,
KXMVESPORTSMULTIGAMEEXTENDED-S20265D3FD00ECD1-8EF5913CE2E,"yes Saint Joseph's,yes Nebraska,yes Florida St.",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202653DCF73E34F-6994C032534,"yes Phoenix,yes Indiana,yes Los Angeles L,yes Nebraska,yes Florida St.",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20266846415D3CE-17A26FB683F,"yes Phoenix,yes New York,yes Houston,yes Los Angeles L,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026BD67A4566E3-5E2FB6DACE0,"yes Over 225.5 points scored,yes Arkansas,yes Oklahoma St.,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,267,
KXMVESPORTSMULTIGAMEEXTENDED-S20268D45F6DC8AB-7A2E4A29E68,"yes Fordham,yes Nebraska,yes Over 157.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D2823941863-45943A7E417,"yes Houston,yes San Antonio,yes Arkansas,yes Iowa St.,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,278,
KXMVESPORTSMULTIGAMEEXTENDED-S2026CA6ECDB1C27-EBB9313D0D0,"yes TCU,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026F26F6691769-629FDD3F63F,"yes Arkansas,yes Duke,yes Arizona St.,yes Nebraska,yes Vanderbilt",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,37,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D53E68E7AE9-9FC68885735,"yes Phoenix,yes Indiana,yes Los Angeles C,yes San Antonio,yes Marquette,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,3030,
KXMVESPORTSMULTIGAMEEXTENDED-S2026B58D8EF4D38-546F700E084,"yes Nebraska,yes Villanova wins by over 3.5 Points,yes Illinois wins by over 5.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,6680,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C17CB00A7B6-68194BB746B,"yes Duke,yes Houston,yes Nebraska,yes Vanderbilt",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202619D778638DD-F929490E672,"no Over 146.5 points scored,no Over 147.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026A723621B7CF-D6AB29806EC,"yes Nebraska,yes Over 171.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202611A4427FB34-1A99978D7B3,"no Over 146.5 points scored,no Over 154.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026BE404ACBDD0-4CE17A7713D,"yes Nebraska,yes Wisconsin,yes Over 171.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20261CB6BC41BB6-E2A822D8620,"yes Nebraska,yes Arkansas wins by over 2.5 Points,yes Iowa St. wins by over 6.5 Points,yes Villanova wins by over 3.5 Points,no Vanderbilt wins by over 7.5 Points,yes Illinois wins by over 5.5 Points,no Over 137.5 points scored,no Over 139.5 points scored,no Over 141.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20261CB6BC41BB6-76498ADCAA9,"yes Nebraska,yes Arkansas wins by over 5.5 Points,yes Iowa St. wins by over 6.5 Points,yes Villanova wins by over 3.5 Points,no Vanderbilt wins by over 7.5 Points,yes Illinois wins by over 5.5 Points,no Over 137.5 points scored,no Over 139.5 points scored,no Over 141.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,232,
KXMVESPORTSMULTIGAMEEXTENDED-S2026DB6E79F72C5-B85D5F6F641,"yes Nebraska,yes BYU wins by over 4.5 Points,yes Over 160.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026F7301EBC825-80EDE83DFF5,"yes Oklahoma St.,yes Nebraska,no Arkansas wins by over 5.5 Points,no Iowa St. wins by over 6.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,123,
KXMVESPORTSMULTIGAMEEXTENDED-S2026FE002FD5602-878AE1AF7FD,"no Over 146.5 points scored,no Over 154.5 points scored,no Over 165.5 points scored,no Over 176.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026F7301EBC825-9F7319E8C57,"yes Oklahoma St.,yes Nebraska,yes Arkansas wins by over 5.5 Points,no Iowa St. wins by over 6.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C59D61D3536-07EAA7A1950,"yes LSU,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D82E8A30E5C-0E7FA2A7BFB,"yes New York,yes Houston,yes BYU,yes Western Illinois,yes Saint Joseph's,yes Richmond,yes Villanova,yes SMU,yes Nebraska,yes North Carolina,yes Rhode Island,yes Virginia,yes Auburn,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026D82E8A30E5C-A75154EED2E,"yes New York,yes Houston,yes BYU,yes Eastern Illinois,yes Saint Joseph's,yes Richmond,yes Villanova,yes SMU,yes Nebraska,yes North Carolina,yes Rhode Island,yes Virginia,yes Auburn,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026A0BF603C794-6AA88A62390,"no New York wins by over 6.5 Points,no Houston wins by over 4.5 Points,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,3008,
KXMVESPORTSMULTIGAMEEXTENDED-S2026A005E60F0A8-3E35B9A0E5B,"yes Baylor,yes SMU,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C7A309ED397-513192C74AC,"yes Arkansas,yes Nebraska,no Illinois wins by over 5.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,290,
KXMVESPORTSMULTIGAMEEXTENDED-S20265E7BD41C13B-CFA91436462,"yes Eastern Illinois,yes Oklahoma St.,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202667129CDD026-C09DBDC46E5,"no Nebraska wins by over 7.5 Points,no Over 136.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20260142D839EFB-6279F5057AD,"yes Arkansas,yes Duke,yes Utah St.,yes Houston,yes Iowa St.,yes Villanova,yes Oklahoma St.,yes Nebraska,yes Illinois,yes Gonzaga",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026606B68A566B-AF00DA651E2,"yes Arkansas,yes Villanova,yes Oklahoma St.,yes Nebraska,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026F62F58D6722-1C94108C4CE,"yes Phoenix,yes New York,yes Houston,yes San Antonio,yes Arkansas,yes BYU,yes Colorado St.,yes Duke,yes Western Illinois,yes Fordham,yes Houston,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes UNLV,yes Virginia,yes Vanderbilt,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,155,
KXMVESPORTSMULTIGAMEEXTENDED-S20267633937E27E-58C67C81D52,"yes Houston,no Phoenix wins by over 7.5 Points,no San Antonio wins by over 8.5 Points,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026537E7946592-1E50A70F0FF,"yes Indiana,yes Nebraska,yes Virginia wins by over 4.5 Points,yes Over 160.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,111,
KXMVESPORTSMULTIGAMEEXTENDED-S2026FFEFF2DA32C-2F1B3327C44,"yes New York,yes Houston,yes BYU,yes Saint Joseph's,yes Richmond,yes Villanova,yes SMU,yes Nebraska,yes North Carolina,yes Rhode Island,yes Virginia,yes Auburn,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026729886A145B-A539F9A9B86,"yes Phoenix,yes New York,yes San Antonio wins by over 8.5 Points,no Over 213.5 points scored,yes Villanova,yes Nebraska,yes Over 148.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,1115,
KXMVESPORTSMULTIGAMEEXTENDED-S2026CA3801A4DB1-26521B5F51A,"yes Duke,yes Villanova,yes Nebraska,yes Virginia",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,19,
KXMVESPORTSMULTIGAMEEXTENDED-S202609D1AFAC7A2-37E868813AD,"yes New York,yes Houston,yes Cooper Flagg: 20+,yes Devin Booker: 25+,yes Alperen Sengun: 15+,yes Amen Thompson: 15+,yes Stephon Castle: 10+,yes San Antonio wins by over 8.5 Points,yes Villanova,yes Nebraska,yes Illinois,no Iowa St. wins by over 6.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,779,
KXMVESPORTSMULTIGAMEEXTENDED-S20269F4244FBA48-AC6715FC441,"yes Arkansas,yes Western Illinois,yes Iowa St.,yes Villanova,yes Arizona St.,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,245,
KXMVESPORTSMULTIGAMEEXTENDED-S202659E2903308A-1B98F3D7E69,"yes BYU,yes Villanova,yes Purdue,yes George Washington,yes Virginia,no Over 146.5 points scored,no Over 154.5 points scored,no Over 165.5 points scored,no Over 176.5 points scored",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20261B49639A60D-1490A2A4BD9,"yes Houston,no Phoenix wins by over 7.5 Points,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S202661AB3B7AAB1-8E94EB04506,"yes Indiana,yes Arkansas,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,203,
KXMVESPORTSMULTIGAMEEXTENDED-S2026C6F2CEC5141-F7D19F89E5D,"no Houston wins by over 4.5 Points,yes Nebraska",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,3454,
KXMVESPORTSMULTIGAMEEXTENDED-S202664DAC5D6D29-5E52756C1AE,"yes Nebraska,yes Arkansas wins by over 2.5 Points,yes Illinois wins by over 5.5 Points",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,1104,
KXMVESPORTSMULTIGAMEEXTENDED-S202691050CB5E43-4C72F86F32D,"yes Marquette,yes Nebraska,yes Florida St.",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S20260ACA2DF7B86-87F33C1A578,"yes Indiana,yes Nebraska,yes Wisconsin",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
KXMVESPORTSMULTIGAMEEXTENDED-S2026592E307D19A-C1455A77E3F,"yes Fordham,yes Villanova,yes Nebraska,yes George Washington,yes Illinois",Sports,KXMVESPORTSMULTIGAMEEXTENDED,no,False,,,0,
