Hierarchical_Path,Category,Sub_Category,Sub_Sub_Category,Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Price (¢),First Touch Time,Permanent Cross Time,Market Close Time,Prediction Correct,Trades Count
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25APR-200,Will there be more than 200 tornadoes in April?,yes,100,91,2025-03-31T18:58:29.4457Z,2025-04-09T00:29:18.798255Z,2025-05-01T03:59:00Z,CORRECT,171
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25APR-300,Will there be more than 300 tornadoes in April?,yes,100,94,2025-04-02T15:28:06.349616Z,2025-04-26T15:20:54.820381Z,2025-05-01T03:59:00Z,CORRECT,1000
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25APR-250,Will there be more than 250 tornadoes in April?,yes,100,91,2025-04-03T12:03:14.472956Z,2025-04-23T21:36:31.170022Z,2025-05-01T03:59:00Z,CORRECT,698
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25APR-325,Will there be more than 325 tornadoes in April?,yes,100,93,2025-04-27T18:02:12.798743Z,2025-04-30T21:16:41.046865Z,2025-05-01T03:59:00Z,CORRECT,386
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25MAY-200,Will there be more than 200 tornadoes in May?,yes,100,95,2025-05-02T13:41:12.067054Z,2025-05-20T06:23:15.302295Z,2025-06-01T03:59:00Z,CORRECT,330
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25MAY-250,Will there be more than 250 tornadoes in May?,yes,100,92,2025-05-21T13:17:03.315816Z,2025-05-21T13:17:03.315816Z,2025-06-01T03:59:00Z,CORRECT,433
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25MAY-275,Will there be more than 275 tornadoes in May?,yes,100,90,2025-05-22T23:32:29.086402Z,2025-05-22T23:45:49.14658Z,2025-06-01T03:59:00Z,CORRECT,156
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25MAY-300,Will there be more than 300 tornadoes in May?,yes,100,90,2025-05-23T20:46:46.23149Z,2025-05-27T03:08:14.150661Z,2025-06-01T03:59:00Z,CORRECT,874
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25MAY-325,Will there be more than 325 tornadoes in May?,yes,100,92,2025-05-29T22:03:19.347109Z,2025-05-30T14:02:03.933335Z,2025-06-01T03:59:00Z,CORRECT,226
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUN-50,Will there be more than 50 tornadoes in June?,yes,100,97,2025-05-29T22:22:54.278789Z,2025-05-29T22:22:54.278789Z,2025-07-01T03:59:00Z,CORRECT,8
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUN-75,Will there be more than 75 tornadoes in June?,yes,100,96,2025-05-29T22:23:04.510023Z,2025-05-31T16:17:45.92395Z,2025-07-01T03:59:00Z,CORRECT,8
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUN-175,Will there be more than 175 tornadoes in June?,yes,100,90,2025-06-17T23:44:37.136103Z,2025-06-17T23:44:37.136103Z,2025-07-01T03:59:00Z,CORRECT,45
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUN-225,Will there be more than 225 tornadoes in June?,yes,100,92,2025-06-26T18:45:04.054204Z,2025-06-27T19:44:26.740212Z,2025-07-01T03:59:00Z,CORRECT,807
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUN-250,Will there be more than 250 tornadoes in June?,yes,100,94,2025-06-29T12:00:30.45Z,2025-07-01T03:58:14.492864Z,2025-07-01T03:59:00Z,CORRECT,519
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUL-100,Will there be more than 100 tornadoes in July?,no,0,90,2025-07-01T04:17:57.101535Z,,2025-08-01T03:59:00Z,WRONG,585
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25JUL-50,Will there be more than 50 tornadoes in July?,yes,100,99,2025-07-01T15:44:22.337843Z,2025-07-01T15:44:22.337843Z,2025-08-01T03:59:00Z,CORRECT,22
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25AUG-50,Will there be more than 50 tornadoes in August?,no,0,90,2025-07-30T12:23:06.675127Z,,2025-09-01T03:59:00Z,WRONG,268
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25AUG-25,Will there be more than 25 tornadoes in August?,yes,100,97,2025-08-03T14:47:26.420903Z,2025-08-03T14:47:26.420903Z,2025-09-01T03:59:00Z,CORRECT,51
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25SEP-25,Will there be more than 25 tornadoes in September?,yes,100,92,2025-08-31T16:27:33.685337Z,2025-09-13T13:59:06.248287Z,2025-10-01T03:59:00Z,CORRECT,138
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25SEP-50,Will there be more than 50 tornadoes in September?,yes,100,96,2025-09-15T04:26:53.944907Z,2025-09-22T12:50:45.250547Z,2025-10-01T03:59:00Z,CORRECT,159
Climate and Weather > Severe Weather,Climate and Weather,Severe Weather,,KXTORNADO,Number of Tornadoes,KXTORNADO-25OCT-25,Will there be more than 25 tornadoes in October?,yes,100,96,2025-09-26T03:31:20.599894Z,2025-10-28T05:30:28.309582Z,2025-11-01T03:59:00Z,CORRECT,272
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB102245-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T03:38:29.237717Z,2026-02-11T03:40:23.59221Z,2026-02-11T03:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110000-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T04:57:34.784301Z,2026-02-11T04:58:01.29594Z,2026-02-11T05:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110015-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T05:09:07.625938Z,2026-02-11T05:09:36.81196Z,2026-02-11T05:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110100-00,BTC price up in next 15 mins?,no,0,90,2026-02-11T05:55:32.654131Z,,2026-02-11T06:00:00Z,WRONG,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110130-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T06:24:12.199174Z,2026-02-11T06:24:25.624978Z,2026-02-11T06:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110230-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T07:24:39.552553Z,2026-02-11T07:26:16.11847Z,2026-02-11T07:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110245-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T07:36:08.09581Z,2026-02-11T07:42:56.349239Z,2026-02-11T07:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110345-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T08:35:49.371175Z,2026-02-11T08:40:47.265087Z,2026-02-11T08:45:00Z,CORRECT,841
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110430-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T09:29:31.55585Z,2026-02-11T09:29:38.921076Z,2026-02-11T09:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110500-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T09:59:46.038333Z,2026-02-11T09:59:46.038333Z,2026-02-11T10:00:00Z,CORRECT,931
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110530-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T10:26:51.20189Z,2026-02-11T10:27:17.3084Z,2026-02-11T10:30:00Z,CORRECT,797
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110630-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T11:20:02.945637Z,2026-02-11T11:20:02.945637Z,2026-02-11T11:30:00Z,CORRECT,441
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110700-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T11:51:21.87982Z,2026-02-11T11:54:30.200138Z,2026-02-11T12:00:00Z,CORRECT,751
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110715-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T12:07:57.882812Z,2026-02-11T12:13:10.167155Z,2026-02-11T12:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110730-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T12:20:44.546958Z,2026-02-11T12:20:51.70544Z,2026-02-11T12:30:00Z,CORRECT,759
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110800-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T12:55:16.573612Z,2026-02-11T12:58:53.667222Z,2026-02-11T13:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110845-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T13:32:02.106949Z,2026-02-11T13:32:04.848384Z,2026-02-11T13:45:00Z,CORRECT,775
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110900-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T13:57:35.991074Z,2026-02-11T13:57:40.772769Z,2026-02-11T14:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB110915-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T14:04:31.477504Z,2026-02-11T14:06:49.636297Z,2026-02-11T14:15:00Z,CORRECT,794
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111030-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T15:21:51.537742Z,2026-02-11T15:28:17.730839Z,2026-02-11T15:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111045-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T15:40:07.375055Z,2026-02-11T15:40:28.339442Z,2026-02-11T15:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111115-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T16:10:33.596526Z,2026-02-11T16:10:33.596526Z,2026-02-11T16:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111215-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T17:09:34.862357Z,2026-02-11T17:12:01.970775Z,2026-02-11T17:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111230-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T17:22:39.253578Z,2026-02-11T17:22:54.386604Z,2026-02-11T17:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111330-30,BTC price up in next 15 mins?,yes,100,92,2026-02-11T18:16:40.595611Z,2026-02-11T18:21:02.756382Z,2026-02-11T18:30:00Z,CORRECT,763
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111345-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T18:39:03.939817Z,2026-02-11T18:43:51.864515Z,2026-02-11T18:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111400-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T18:53:04.552743Z,2026-02-11T18:53:27.572156Z,2026-02-11T19:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111415-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T19:07:56.959747Z,2026-02-11T19:11:25.091823Z,2026-02-11T19:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111445-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T19:37:20.236243Z,2026-02-11T19:37:43.729324Z,2026-02-11T19:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111515-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T20:14:07.99478Z,2026-02-11T20:14:17.818822Z,2026-02-11T20:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111545-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T20:37:25.851073Z,2026-02-11T20:43:20.829679Z,2026-02-11T20:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111600-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T20:48:13.085945Z,2026-02-11T20:52:31.687841Z,2026-02-11T21:00:00Z,CORRECT,940
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111615-15,BTC price up in next 15 mins?,yes,100,90,2026-02-11T21:10:31.503666Z,2026-02-11T21:12:35.04746Z,2026-02-11T21:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111630-30,BTC price up in next 15 mins?,yes,100,90,2026-02-11T21:23:40.135758Z,2026-02-11T21:23:54.606843Z,2026-02-11T21:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111745-45,BTC price up in next 15 mins?,yes,100,90,2026-02-11T22:41:13.896026Z,2026-02-11T22:42:03.918904Z,2026-02-11T22:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111845-45,BTC price up in next 15 mins?,no,0,90,2026-02-11T23:43:16.260219Z,,2026-02-11T23:45:00Z,WRONG,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111900-00,BTC price up in next 15 mins?,yes,100,90,2026-02-11T23:59:22.969517Z,2026-02-11T23:59:37.402734Z,2026-02-12T00:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111915-15,BTC price up in next 15 mins?,yes,100,91,2026-02-12T00:07:40.81706Z,2026-02-12T00:08:49.927998Z,2026-02-12T00:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111930-30,BTC price up in next 15 mins?,yes,100,90,2026-02-12T00:26:12.212154Z,2026-02-12T00:28:45.287458Z,2026-02-12T00:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB111945-45,BTC price up in next 15 mins?,yes,100,90,2026-02-12T00:35:55.973323Z,2026-02-12T00:40:28.064046Z,2026-02-12T00:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112015-15,BTC price up in next 15 mins?,yes,100,90,2026-02-12T01:10:33.219781Z,2026-02-12T01:11:04.263195Z,2026-02-12T01:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112030-30,BTC price up in next 15 mins?,yes,100,90,2026-02-12T01:26:09.075421Z,2026-02-12T01:26:41.230572Z,2026-02-12T01:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112045-45,BTC price up in next 15 mins?,yes,100,90,2026-02-12T01:37:53.668007Z,2026-02-12T01:42:00.796754Z,2026-02-12T01:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112145-45,BTC price up in next 15 mins?,yes,100,90,2026-02-12T02:33:43.000397Z,2026-02-12T02:36:07.405569Z,2026-02-12T02:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112215-15,BTC price up in next 15 mins?,yes,100,90,2026-02-12T03:11:01.317129Z,2026-02-12T03:13:03.249941Z,2026-02-12T03:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112245-45,BTC price up in next 15 mins?,yes,100,90,2026-02-12T03:39:48.626787Z,2026-02-12T03:39:49.840827Z,2026-02-12T03:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112300-00,BTC price up in next 15 mins?,yes,100,90,2026-02-12T03:56:30.668545Z,2026-02-12T03:56:33.19482Z,2026-02-12T04:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112315-15,BTC price up in next 15 mins?,yes,100,90,2026-02-12T04:12:00.864384Z,2026-02-12T04:14:58.130425Z,2026-02-12T04:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB112345-45,BTC price up in next 15 mins?,no,0,90,2026-02-12T04:43:11.188332Z,,2026-02-12T04:45:00Z,WRONG,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB120015-15,BTC price up in next 15 mins?,no,0,91,2026-02-12T05:06:55.645219Z,,2026-02-12T05:15:00Z,WRONG,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB120030-30,BTC price up in next 15 mins?,yes,100,90,2026-02-12T05:25:38.438872Z,2026-02-12T05:28:53.35731Z,2026-02-12T05:30:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB120045-45,BTC price up in next 15 mins?,yes,100,90,2026-02-12T05:33:11.003448Z,2026-02-12T05:40:02.194324Z,2026-02-12T05:45:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB120100-00,BTC price up in next 15 mins?,yes,100,90,2026-02-12T05:58:33.45374Z,2026-02-12T05:59:01.161786Z,2026-02-12T06:00:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB120115-15,BTC price up in next 15 mins?,yes,100,90,2026-02-12T06:12:48.647774Z,2026-02-12T06:12:48.647774Z,2026-02-12T06:15:00Z,CORRECT,1000
Crypto > Bitcoin,Crypto,Bitcoin,,KXBTC15M,Bitcoin price up down,KXBTC15M-26FEB120130-30,BTC price up in next 15 mins?,yes,100,90,2026-02-12T06:25:23.687652Z,2026-02-12T06:26:38.426071Z,2026-02-12T06:30:00Z,CORRECT,1000
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-21JUN30-T6.0,Will real GDP increase by more than 6%?,yes,100,90,2021-07-18T15:01:44.432433Z,,2021-07-28T23:00:00Z,CORRECT,135
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-21DEC31-T2.5,Will **real GDP** increase by more than 2.5% in Q4 2021?,yes,100,92,2021-11-26T15:47:20.5027Z,2022-01-18T22:00:53.773495Z,2022-01-27T00:00:00Z,CORRECT,230
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-21DEC31-T7.5,Will real GDP increase by more than 7.5% in Q4 2021?,no,0,99,2021-12-24T19:37:23.288085Z,,2022-01-27T00:00:00Z,WRONG,185
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-21DEC31-T5.0,Will real GDP increase by more than 5.0% in Q4 2021?,yes,100,98,2021-12-24T19:38:47.87386Z,,2022-01-27T00:00:00Z,CORRECT,404
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-22MAR31-T0.5,Will **real GDP** increase by more than 0.5% in Q1 2022?,no,0,91,2022-04-21T18:12:49.255806Z,,2022-04-28T12:25:28Z,WRONG,41
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-22SEP30-T0.0,Will **real GDP** increase by more than 0.0% in 2022 Q3?,yes,100,96,2022-07-29T14:17:37.203518Z,2022-10-14T13:04:51.510981Z,2022-10-27T12:25:00Z,CORRECT,270
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-22SEP30-T1.0,Will **real GDP** increase by more than 1.0% in 2022 Q3?,yes,100,90,2022-10-23T13:26:19.455747Z,2022-10-26T13:55:59.29301Z,2022-10-27T12:25:00Z,CORRECT,434
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-T0.0,Will **real GDP** increase by more than 0.0% in 2022 Q4?,yes,100,90,2022-11-01T20:54:54.076425Z,2022-12-27T17:14:45.525279Z,2023-01-26T13:25:00Z,CORRECT,52
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-TN1.0,Will **real GDP** increase by more than -1.0% in 2022 Q4?,yes,100,92,2022-11-04T21:34:49.523122Z,2022-11-04T21:34:49.523122Z,2023-01-26T13:25:00Z,CORRECT,34
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-TN0.5,Will **real GDP** increase by more than -0.5% in 2022 Q4?,yes,100,95,2022-11-21T15:05:25.775288Z,2022-11-21T15:05:25.775288Z,2023-01-26T13:25:00Z,CORRECT,8
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-T0.5,Will **real GDP** increase by more than 0.5% in 2022 Q4?,yes,100,92,2022-12-29T19:08:45.594863Z,2022-12-29T19:08:45.594863Z,2023-01-26T13:25:00Z,CORRECT,41
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-T1.0,Will **real GDP** increase by more than 1.0% in 2022 Q4?,yes,100,91,2023-01-10T00:44:20.926319Z,2023-01-10T00:44:20.926319Z,2023-01-26T13:25:00Z,CORRECT,130
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-T1.5,Will **real GDP** increase by more than 1.5% in 2022 Q4?,yes,100,90,2023-01-13T01:08:26.784702Z,2023-01-25T14:51:22.03737Z,2023-01-26T13:25:00Z,CORRECT,108
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-232022 Q4-T2.0,Will **real GDP** increase by more than 2.0% in 2022 Q4?,yes,100,93,2023-01-16T14:35:04.847484Z,,2023-01-26T13:25:00Z,CORRECT,112
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23APR27-TN0.6,Will **real GDP** increase by more than -0.6% in 2023 Q1?,yes,100,95,2023-02-02T14:11:21.221354Z,2023-02-02T14:11:21.221354Z,2023-04-27T12:25:00Z,CORRECT,17
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23APR27-TN0.1,Will **real GDP** increase by more than -0.1% in 2023 Q1?,yes,100,91,2023-02-13T17:25:44.934369Z,2023-02-16T22:34:58.578328Z,2023-04-27T12:25:00Z,CORRECT,58
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23APR27-T0.4,Will **real GDP** increase by more than 0.4% in 2023 Q1?,yes,100,90,2023-02-15T21:46:39.318954Z,,2023-04-27T12:25:00Z,CORRECT,56
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23APR27-T0.9,Will **real GDP** increase by more than 0.9% in 2023 Q1?,yes,100,91,2023-02-17T14:11:15.110839Z,,2023-04-27T12:25:00Z,CORRECT,76
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23JUL27-TN1.6,Will **real GDP** increase by more than -1.6% in 2023 Q2?,yes,100,91,2023-04-13T17:12:27.684958Z,2023-04-13T17:12:27.684958Z,2023-07-27T12:25:00Z,CORRECT,14
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23OCT26-T1.4,Will **real GDP** increase by more than 1.4% in 2023 Q3?,yes,100,98,2023-04-26T13:34:44.626843Z,2023-08-24T17:06:35.097451Z,2023-10-26T12:25:00Z,CORRECT,47
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23JUL27-TN0.6,Will **real GDP** increase by more than -0.6% in 2023 Q2?,yes,100,90,2023-05-17T17:55:48.570702Z,2023-06-01T02:28:37.472738Z,2023-07-27T12:25:00Z,CORRECT,51
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23JUL27-TN1.1,Will **real GDP** increase by more than -1.1% in 2023 Q2?,yes,100,96,2023-05-25T19:59:43.188305Z,2023-05-25T19:59:43.188305Z,2023-07-27T12:25:00Z,CORRECT,4
Economics > GDP,Economics,GDP,,KXGDP,US GDP growth,GDP-23OCT26-TN0.1,Will **real GDP** increase by more than -0.1% in 2023 Q3?,yes,100,91,2023-06-22T16:13:43.449731Z,2023-07-26T14:42:56.143348Z,2023-10-26T12:25:00Z,CORRECT,18
