Hierarchical_Path,Category,Sub_Category,Sub_Sub_Category,Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Price (¢),First Touch Time,Permanent Cross Time,Market Close Time,Prediction Correct,Trades Count
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29BALLMOH-MOH,Ball St. at Miami (OH) Winner?,yes,100,90,2025-11-19T12:47:34.657758Z,2025-11-29T18:20:24.303235Z,2025-11-29T20:26:36.709202Z,CORRECT,407
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29BALLM-OH-M-OH,Ball St. at Miami (OH) Winner?,yes,100,93,2025-11-19T12:49:34.385Z,2025-11-29T17:46:48.19962Z,2025-11-29T20:26:36.813028Z,CORRECT,628
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV19MOHBUFF-MOH,Miami (OH) at Buffalo Winner?,yes,100,92,2025-11-20T03:01:24.798359Z,2025-11-20T03:01:24.798359Z,2025-11-20T03:44:54.45782Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV28TEMUNT-UNT,Temple at North Texas Winner?,yes,100,93,2025-11-22T10:40:36.21973Z,2025-11-22T10:40:36.21973Z,2025-11-29T00:09:49.957026Z,CORRECT,864
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV22HARVYALE-YALE,Harvard at Yale Winner?,yes,100,90,2025-11-22T19:01:11.729249Z,2025-11-22T19:14:34.786835Z,2025-11-22T20:36:42.649728Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29JMUCCAR-JMU,James Madison at Coastal Carolina Winner?,yes,100,94,2025-11-23T18:38:50.237511Z,2025-11-23T18:38:50.237511Z,2025-11-30T00:25:07.639483Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29TTUWVU-TTU,Texas Tech at West Virginia Winner?,yes,100,94,2025-11-25T02:37:34.078498Z,2025-11-25T02:37:34.078498Z,2025-11-29T20:26:08.133394Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29GASTODU-ODU,Georgia St. at Old Dominion Winner?,yes,100,97,2025-11-28T13:21:35.100104Z,2025-11-29T21:09:37.305343Z,2025-11-29T22:16:03.696765Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29ECUFAU-ECU,East Carolina at Florida Atlantic Winner?,yes,100,90,2025-11-29T17:18:30.039303Z,2025-11-29T17:26:30.958912Z,2025-11-29T20:21:35.600669Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29UKLOU-LOU,Kentucky at Louisville Winner?,yes,100,91,2025-11-29T18:02:53.05905Z,2025-11-29T18:02:53.05905Z,2025-11-29T20:25:58.105526Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29FIUSHSU-FIU,Florida International at Sam Houston Winner?,yes,100,90,2025-11-29T18:07:01.9464Z,2025-11-29T18:54:30.168734Z,2025-11-29T21:25:56.5507Z,CORRECT,697
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29MIAPITT-MIA,Miami (FL) at Pittsburgh Winner?,yes,100,90,2025-11-29T18:53:17.83419Z,2025-11-29T19:01:29.182766Z,2025-11-29T20:31:20.694374Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29ISUOKST-ISU,Iowa St. at Oklahoma St. Winner?,yes,100,90,2025-11-29T18:54:30.581999Z,2025-11-29T19:17:48.162837Z,2025-11-29T20:11:44.84843Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29UTEPDEL-DEL,UTEP at Delaware Winner?,yes,100,90,2025-11-29T19:00:55.766083Z,2025-11-29T20:48:06.279076Z,2025-11-29T21:41:12.307682Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29COLOKSU-KSU,Colorado at Kansas St. Winner?,yes,100,90,2025-11-29T19:09:47.470496Z,2025-11-29T19:48:29.101223Z,2025-11-29T20:06:32.808181Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29TOLCMU-TOL,Toledo at Central Michigan Winner?,yes,100,90,2025-11-29T19:34:55.19345Z,2025-11-29T19:36:11.614779Z,2025-11-29T20:11:31.420367Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29UCFBYU-BYU,UCF at BYU Winner?,yes,100,90,2025-11-29T19:56:38.297267Z,2025-11-29T19:56:56.547745Z,2025-11-29T21:20:45.381432Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29USATXST-TXST,South Alabama at Texas St. Winner?,yes,100,90,2025-11-29T20:24:12.971736Z,2025-11-29T21:31:38.739223Z,2025-11-29T23:25:36.129835Z,CORRECT,618
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29GASOMRSH-GASO,Georgia Southern at Marshall Winner?,yes,100,96,2025-11-29T21:22:53.103254Z,2025-11-29T21:34:29.44649Z,2025-11-29T21:50:59.055776Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29LTMOSU-LT,Louisiana Tech at Missouri St. Winner?,yes,100,90,2025-11-29T21:25:11.728249Z,2025-11-29T22:00:40.622726Z,2025-11-29T22:20:39.496205Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29WKUJVST-JVST,Western Kentucky at Jacksonville St. Winner?,yes,100,90,2025-11-29T22:12:11.310471Z,2025-11-29T22:12:11.310471Z,2025-11-29T22:15:37.854288Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29BCSYR-BC,Boston College at Syracuse Winner?,yes,100,90,2025-11-29T22:21:31.051626Z,2025-11-29T22:22:36.93972Z,2025-11-29T23:21:23.053188Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29WISMINN-MINN,Wisconsin at Minnesota Winner?,yes,100,90,2025-11-29T22:49:03.32978Z,2025-11-29T23:34:19.234324Z,2025-11-29T23:45:23.257097Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29WAKEDUKE-DUKE,Wake Forest at Duke Winner?,yes,100,90,2025-11-29T22:56:03.637438Z,2025-11-29T23:39:59.843501Z,2025-11-30T00:15:15.60387Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29ARSTAPP-ARST,Arkansas St. at Appalachian St. Winner?,yes,100,90,2025-11-29T22:58:48.484449Z,2025-11-29T23:01:57.503381Z,2025-11-29T23:09:21.577684Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29UABTLSA-UAB,UAB at Tulsa Winner?,yes,100,90,2025-11-29T23:04:30.302222Z,2025-11-29T23:04:52.8535Z,2025-11-29T23:15:37.468698Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29MIZZARK-MIZZ,Missouri at Arkansas Winner?,yes,100,90,2025-11-29T23:16:30.595094Z,2025-11-29T23:26:21.841357Z,2025-11-29T23:55:28.836726Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29PSURUTG-PSU,Penn St. at Rutgers Winner?,yes,100,92,2025-11-29T23:40:07.915908Z,2025-11-29T23:45:05.022766Z,2025-11-30T00:00:48.482748Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29VANTENN-VAN,Vanderbilt at Tennessee Winner?,yes,100,92,2025-11-29T23:45:52.277675Z,2025-11-29T23:46:34.190693Z,2025-11-30T00:10:18.186003Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29ORSTWSU-WSU,Oregon St. at Washington St. Winner?,yes,100,90,2025-11-29T23:46:20.977688Z,2025-11-30T00:26:17.639856Z,2025-11-30T03:09:50.961766Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29MTUNMSU-MTU,Middle Tennessee at New Mexico St. Winner?,yes,100,90,2025-11-29T23:51:29.095457Z,2025-11-29T23:51:56.530224Z,2025-11-29T23:55:09.69402Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29ARMYUTSA-ARMY,Army at UTSA Winner?,yes,100,90,2025-11-29T23:55:55.104602Z,2025-11-30T00:00:06.960488Z,2025-11-30T00:05:16.000164Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29LSUOKLA-OKLA,LSU at Oklahoma Winner?,yes,100,90,2025-11-30T00:03:43.323089Z,2025-11-30T00:03:48.965717Z,2025-11-30T00:10:31.512381Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29FSUFLA-FLA,Florida St. at Florida Winner?,yes,100,90,2025-11-30T00:04:25.622974Z,2025-11-30T00:05:29.422279Z,2025-11-30T01:10:32.595011Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29KENNLIB-KENN,Kennesaw St. at Liberty Winner?,yes,100,92,2025-11-30T00:17:29.332673Z,2025-11-30T00:19:08.983168Z,2025-11-30T00:24:57.011146Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29UNLVNEV-UNLV,UNLV at Nevada Winner?,yes,100,90,2025-11-30T02:52:02.345844Z,2025-11-30T03:04:42.462031Z,2025-11-30T05:34:30.366786Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29UCLAUSC-USC,UCLA at USC Winner?,yes,100,91,2025-11-30T03:13:18.133672Z,2025-11-30T03:19:04.729163Z,2025-11-30T04:00:02.451401Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29MDMSU-MSU,Maryland at Michigan St. Winner?,yes,100,90,2025-11-30T03:26:24.633333Z,2025-11-30T03:37:12.595234Z,2025-11-30T03:44:55.428989Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29ALAAUB-ALA,Alabama at Auburn Winner?,yes,100,95,2025-11-30T04:21:58.81647Z,2025-11-30T04:21:58.859762Z,2025-11-30T04:29:43.011628Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29SMUCAL-CAL,SMU at California Winner?,yes,100,91,2025-11-30T04:35:59.001252Z,2025-11-30T04:35:59.001252Z,2025-11-30T04:39:36.976112Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29FRESSJSU-FRES,Fresno St. at San Jose St. Winner?,yes,100,95,2025-11-30T05:02:41.923629Z,2025-11-30T05:02:41.923629Z,2025-11-30T06:54:30.424624Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25NOV29WYOHAW-HAW,Wyoming at Hawai'i Winner?,yes,100,92,2025-11-30T05:13:22.54089Z,2025-11-30T05:13:22.54089Z,2025-11-30T07:20:01.216725Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC05TROYJMU-JMU,Troy at James Madison Winner?,yes,100,90,2025-12-06T02:40:39.485228Z,2025-12-06T03:15:33.581075Z,2025-12-06T03:44:38.124392Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC05KENNJVST-KENN,Kennesaw St. at Jacksonville St. Winner?,yes,100,92,2025-12-06T03:12:55.602666Z,2025-12-06T03:15:39.611507Z,2025-12-06T03:20:20.992875Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC05UNLVBSU-BSU,UNLV at Boise St. Winner?,yes,100,92,2025-12-06T04:03:06.36721Z,2025-12-06T04:03:06.36721Z,2025-12-06T04:44:39.208151Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC05UNTTULN-TULN,North Texas at Tulane Winner?,yes,100,99,2025-12-06T04:08:06.162639Z,2025-12-06T04:08:06.162639Z,2025-12-06T04:49:41.075694Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC06M-OHWMU-WMU,Miami (OH) at Western Michigan Winner?,yes,100,96,2025-12-06T19:17:22.863709Z,2025-12-06T19:17:22.863709Z,2025-12-06T20:44:40.964625Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC06BYUTTU-TTU,BYU at Texas Tech Winner?,yes,100,97,2025-12-06T19:35:30.964318Z,2025-12-06T19:35:30.964318Z,2025-12-06T20:24:41.354711Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC06UGAALA-UGA,Georgia at Alabama Winner?,yes,100,96,2025-12-06T23:53:41.423935Z,2025-12-06T23:53:41.423935Z,2025-12-07T00:30:17.240604Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC06INDOSU-IND,Indiana at Ohio St. Winner?,yes,100,94,2025-12-07T04:21:04.738903Z,2025-12-07T04:21:04.738903Z,2025-12-07T04:24:34.923647Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC06DUKEUVA-DUKE,Duke at Virginia Winner?,yes,100,90,2025-12-07T04:57:46.969768Z,2025-12-07T04:58:10.933674Z,2025-12-07T05:00:53.400503Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC13SCSTPV-PV,South Carolina St. at Prairie View A&M Winner?,no,0,90,2025-12-13T20:15:44.801649Z,,2025-12-13T22:40:04.860518Z,WRONG,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC13SCSTPV-SCST,South Carolina St. at Prairie View A&M Winner?,yes,100,92,2025-12-13T20:42:50.357351Z,2025-12-13T21:04:16.07259Z,2025-12-13T22:40:04.860518Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC13ARMYNAVY-NAVY,Army at Navy Winner?,yes,100,90,2025-12-13T23:13:22.802208Z,2025-12-13T23:13:43.187102Z,2025-12-13T23:30:05.140281Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC13BSUWASH-WASH,Boise St. at Washington Winner?,yes,100,90,2025-12-14T02:24:20.773226Z,2025-12-14T02:24:51.610667Z,2025-12-14T04:39:51.628788Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC16TROYJVST-JVST,Troy at Jacksonville St. Winner?,yes,100,90,2025-12-17T05:03:35.269129Z,2025-12-17T05:05:48.238755Z,2025-12-17T05:14:44.608291Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC17ODUUSF-ODU,Old Dominion at South Florida Winner?,yes,100,93,2025-12-18T01:30:03.945013Z,2025-12-18T01:30:03.945013Z,2025-12-18T01:49:44.750269Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC17ULLDEL-DEL,Louisiana at Delaware Winner?,yes,100,92,2025-12-18T04:37:17.10098Z,2025-12-18T04:41:46.004735Z,2025-12-18T04:44:46.857634Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFPREPACKSGP,MVE NCAAF Pre Pack,KXNCAAFPREPACKSGP-25DEC19ALAOKLA-ALAU40,"Alabama wins against Oklahoma, Alabama and Oklahoma collectively score under 40.5 points",no,0,96,2025-12-19T01:17:27.018468Z,,2025-12-20T05:21:47.517411Z,WRONG,784
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC18MOSUARST-ARST,Missouri St. at Arkansas St. Winner?,yes,100,95,2025-12-19T03:19:49.709718Z,2025-12-19T03:20:08.972078Z,2025-12-19T05:39:51.507888Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC19KENNWMU-WMU,Kennesaw St. at Western Michigan Winner?,yes,100,95,2025-12-19T16:30:44.187359Z,2025-12-19T16:30:44.187359Z,2025-12-19T19:24:27.728772Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC19MEMNCST-NCST,Memphis at North Carolina St. Winner?,yes,100,90,2025-12-19T20:58:17.303294Z,2025-12-19T20:58:17.303294Z,2025-12-19T23:00:29.573455Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFPREPACKSGP,MVE NCAAF Pre Pack,KXNCAAFPREPACKSGP-25DEC19ALAOKLA-OKLAO40,"Oklahoma wins against Alabama, Alabama and Oklahoma collectively score over 40.5 points",no,0,91,2025-12-20T01:52:45.414122Z,,2025-12-20T05:21:47.517411Z,WRONG,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFPREPACKSGP,MVE NCAAF Pre Pack,KXNCAAFPREPACKSGP-25DEC19ALAOKLA-ALAO40,"Alabama wins against Oklahoma, Alabama and Oklahoma collectively score over 40.5 points",yes,100,91,2025-12-20T04:10:08.544242Z,2025-12-20T04:29:03.778208Z,2025-12-20T05:21:47.517411Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC19ALAOKLA-ALA,Alabama at Oklahoma Winner?,yes,100,99,2025-12-20T04:31:27.460093Z,2025-12-20T04:31:27.460093Z,2025-12-20T04:44:31.142555Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFPREPACKSGP,MVE NCAAF Pre Pack,KXNCAAFPREPACKSGP-25DEC20MIATXAM-MIAU48,"Miami (FL) wins against Texas A&M, Miami (FL) and Texas A&M collectively score under 48.5 points",yes,100,91,2025-12-20T20:22:25.713698Z,2025-12-20T20:34:44.909662Z,2025-12-20T20:39:03.834345Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC20MIATXAM-MIA,Miami (FL) at Texas A&M Winner?,yes,100,90,2025-12-20T20:33:21.663908Z,2025-12-20T20:33:21.663908Z,2025-12-20T20:34:28.014311Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC20TULNMISS-MISS,Tulane at Ole Miss Winner?,yes,100,97,2025-12-20T21:58:42.094927Z,2025-12-20T21:58:42.094927Z,2025-12-21T00:09:48.974374Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFPREPACKSGP,MVE NCAAF Pre Pack,KXNCAAFPREPACKSGP-25DEC20TULNMISS-MISSU56,"Ole Miss wins against Tulane, Tulane and Ole Miss collectively score under 56.5 points",yes,100,96,2025-12-20T22:08:22.570186Z,2025-12-21T00:04:58.565708Z,2025-12-21T00:14:56.673487Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC20JMUORE-ORE,James Madison at Oregon Winner?,yes,100,96,2025-12-21T01:07:53.142869Z,2025-12-21T01:07:53.142869Z,2025-12-21T04:34:29.124602Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFPREPACKSGP,MVE NCAAF Pre Pack,KXNCAAFPREPACKSGP-25DEC20JMUORE-OREO47,"Oregon wins against James Madison, James Madison and Oregon collectively score over 47.5 points",yes,100,90,2025-12-21T01:40:30.241784Z,2025-12-21T02:25:20.607242Z,2025-12-21T04:46:55.126047Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC22WSUUSU-WSU,Washington St. at Utah St. Winner?,yes,100,99,2025-12-22T21:38:07.269612Z,2025-12-22T21:38:07.269612Z,2025-12-22T22:44:31.931417Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFTOTAL,College Football Total Points,KXNCAAFTOTAL-25DEC27GTBYU-44,Georgia Tech at BYU: Total Points,yes,100,92,2025-12-23T06:59:11.300441Z,2025-12-27T23:39:43.171302Z,2025-12-28T01:30:13.221453Z,CORRECT,639
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC23TOLLOU-LOU,Toledo at Louisville Winner?,yes,100,98,2025-12-23T22:17:46.239409Z,2025-12-23T22:21:05.840988Z,2025-12-23T22:44:34.919075Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC23WKUUSM-WKU,Western Kentucky at Southern Miss Winner?,yes,100,98,2025-12-24T02:15:15.466825Z,2025-12-24T02:15:15.466825Z,2025-12-24T02:29:57.68198Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC23UNLVOHIO-OHIO,UNLV at Ohio Winner?,yes,100,90,2025-12-24T04:59:17.826055Z,2025-12-24T05:00:07.064849Z,2025-12-24T05:10:04.522886Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC24CALHAW-HAW,California at Hawai'i Winner?,yes,100,98,2025-12-25T04:48:09.348709Z,2025-12-25T04:48:09.348709Z,2025-12-25T04:54:29.197213Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC26CMUNW-NW,Central Michigan at Northwestern Winner?,yes,100,97,2025-12-26T19:15:34.229418Z,2025-12-26T19:15:34.229418Z,2025-12-26T21:20:13.300347Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC26UNMMINN-MINN,New Mexico at Minnesota Winner?,yes,100,99,2025-12-27T01:05:09.367973Z,2025-12-27T01:05:09.367973Z,2025-12-27T01:20:02.193414Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC26FIUUTSA-UTSA,Florida International at UTSA Winner?,yes,100,96,2025-12-27T03:29:15.124813Z,2025-12-27T03:29:15.124813Z,2025-12-27T05:20:08.828806Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFTOTAL,College Football Total Points,KXNCAAFTOTAL-25DEC27CONNARMY-32,UConn at Army: Total Points,yes,100,92,2025-12-27T11:52:56.848574Z,2025-12-27T20:35:37.774617Z,2025-12-27T22:50:21.48009Z,CORRECT,158
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC27PITTECU-ECU,Pittsburgh at East Carolina Winner?,yes,100,94,2025-12-27T19:23:38.107146Z,2025-12-27T19:23:46.914428Z,2025-12-27T19:31:15.6279Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFTOTAL,College Football Total Points,KXNCAAFTOTAL-25DEC27CONNARMY-38,UConn at Army: Total Points,yes,100,91,2025-12-27T19:44:30.362909Z,2025-12-27T21:35:28.732789Z,2025-12-27T22:50:21.698249Z,CORRECT,553
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFTOTAL,College Football Total Points,KXNCAAFTOTAL-25DEC27CONNARMY-35,UConn at Army: Total Points,yes,100,92,2025-12-27T19:44:48.420207Z,2025-12-27T21:01:45.651236Z,2025-12-27T22:50:21.585849Z,CORRECT,179
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFGAME,College Football Game,KXNCAAFGAME-25DEC27PSUCLEM-PSU,Penn St. at Clemson Winner?,yes,100,99,2025-12-27T20:14:04.001628Z,2025-12-27T20:14:04.001628Z,2025-12-27T20:30:07.236679Z,CORRECT,1000
Sports > Football > NCAA Football,Sports,Football,NCAA Football,KXNCAAFTOTAL,College Football Total Points,KXNCAAFTOTAL-25DEC27CONNARMY-41,UConn at Army: Total Points,yes,100,90,2025-12-27T21:04:21.139486Z,2025-12-27T21:50:43.392077Z,2025-12-27T22:50:21.85507Z,CORRECT,1000
