sub_category,series_ticker,time_bucket,price_bucket,total_markets,wins,losses,accuracy,avg_profit,total_profit,profitable_yes_no,sample_tickers
Politics > Other Politics,KXAPRPOTUS,1-3h,96-98¢,5,4,1,80.0,-17.0,-85.0,no,KXAPRPOTUS-25DEC05-42.15|KXAPRPOTUS-25NOV14-42.15|KXAPRPOTUS-25OCT17-44.8|KXAPRPOTUS-25AUG29-45.8|KXAPRPOTUS-25AUG15-45.8
Sports > Soccer > UEFA Conference League,KXUECLGAME,1-3h,93-95¢,2,1,1,50.0,-43.0,-86.0,no,KXUECLGAME-25DEC18SIGLPO-LPO|KXUECLGAME-25DEC11LPOM05-M05
Sports > Football > NFL,KXNFLPREPACK,3-6h,93-95¢,2,1,1,50.0,-43.0,-86.0,no,KXNFLPREPACK-2-25NOV30SEAMINPITBUFLACLV-SEABUF|KXNFLPREPACK-2-25NOV27DALKC-DALU51
Sports > Other Sports,KXLNBELITEGAME,0-1h,93-95¢,2,1,1,50.0,-43.0,-86.0,no,KXLNBELITEGAME-26JAN24CHOCHA-CHA|KXLNBELITEGAME-26JAN11CHOGRA-GRA
Sports > Soccer > UEFA Champions League,KXUCLSPREAD,1-3h,96-98¢,6,5,1,83.3,-14.33,-86.0,no,KXUCLSPREAD-26JAN28BVBINT-INT1|KXUCLSPREAD-26JAN28LFCQAR-LFC2|KXUCLSPREAD-26JAN28MCIGAL-MCI1|KXUCLSPREAD-26JAN28SGETOT-TOT1|KXUCLSPREAD-26JAN21SLABAR-SLA1
Climate and Weather > Temperature,KXLOWTPHIL,1-3h,93-95¢,2,1,1,50.0,-43.0,-86.0,no,KXLOWTPHIL-26JAN26-B18.5|KXLOWTPHIL-26JAN20-T16
Sports > Hockey > NHL,KXNHLTOTAL,1-3h,96-98¢,6,5,1,83.3,-14.33,-86.0,no,KXNHLTOTAL-26FEB04VANVGK-4|KXNHLTOTAL-26FEB04STLDAL-6|KXNHLTOTAL-26FEB02WPGDAL-5|KXNHLTOTAL-26FEB01BOSTB-3|KXNHLTOTAL-26FEB01LACAR-3
Climate and Weather > Temperature,KXLOWTNYC,0-1h,93-95¢,2,1,1,50.0,-43.0,-86.0,no,KXLOWTNYC-26JAN18-B29.5|KXLOWTNYC-26JAN15-B25.5
Climate and Weather > Temperature,KXHIGHTSEA,12-24h,93-95¢,2,1,1,50.0,-43.0,-86.0,no,KXHIGHTSEA-26JAN20-B49.5|KXHIGHTSEA-26JAN17-B52.5
Sports > Soccer > Club World Cup,KXCLUBWCGAME,24h+,96-98¢,5,4,1,80.0,-17.2,-86.0,no,KXCLUBWCGAME-25JUN22RMAPAC-RMA|KXCLUBWCGAME-25JUN20BENACI-BEN|KXCLUBWCGAME-25JUN18MCIWAC-MCI|KXCLUBWCGAME-25JUN17FLUBVB-BVB|KXCLUBWCGAME-25JUN15BMUACI-BMU
Climate and Weather > Precipitation,KXRAINNYC,6-12h,93-95¢,2,1,1,50.0,-43.5,-87.0,no,KXRAINNYC-26JAN14-T0|KXRAINNYC-25AUG13-T0
Sports > Esports > Rainbow Six Siege,KXR6GAME,12-24h,96-98¢,4,3,1,75.0,-21.75,-87.0,no,KXR6GAME-26JAN09JJAC9-C9|KXR6GAME-26JAN09STANDBYDZ-DZ|KXR6GAME-26JAN09GEGENG-GE|KXR6GAME-26JAN09AWOORG-AWO
Sports > Esports > Dota 2,KXDOTA2GAME,6-12h,93-95¢,2,1,1,50.0,-43.5,-87.0,no,KXDOTA2GAME-26FEB08HEROICTUNDRA-TUNDRA|KXDOTA2GAME-26JAN28AURPIP-AUR
Climate and Weather > Precipitation,KXRAINNYC,12-24h,96-98¢,4,3,1,75.0,-22.0,-88.0,no,KXRAINNYC-26JAN27-T0|KXRAINNYC-26JAN01-T0|KXRAINNYC-25DEC28-T0|KXRAINNYC-25NOV13-T0
Sports > Hockey > NCAA Hockey,KXNCAAHOCKEYGAME,0-1h,93-95¢,2,1,1,50.0,-44.0,-88.0,no,KXNCAAHOCKEYGAME-26FEB06DARHAR-DAR|KXNCAAHOCKEYGAME-26FEB06AFNIA-NIA
Sports > Hockey > SHL,KXSHLGAME,1-3h,93-95¢,2,1,1,50.0,-44.0,-88.0,no,KXSHLGAME-26JAN24SKEROG-ROG|KXSHLGAME-26JAN22SKEFRO-FRO
Sports > Basketball > NBA,KXNBATOTAL,1-3h,93-95¢,2,1,1,50.0,-44.0,-88.0,no,KXNBATOTAL-26FEB11SACUTA-219|KXNBATOTAL-26FEB11INDBKN-204
Entertainment > Music charts,KXSPOTIFYARTISTD,12-24h,93-95¢,2,1,1,50.0,-44.0,-88.0,no,KXSPOTIFYARTISTD-26FEB05-FUT|KXSPOTIFYARTISTD-26FEB05-BAD
Sports > Baseball > MLB,KXMLBSPREAD,0-1h,96-98¢,4,3,1,75.0,-22.0,-88.0,no,KXMLBSPREAD-25OCT13LADMIL-LAD2|KXMLBSPREAD-25OCT08SEADET-DET2|KXMLBSPREAD-25OCT07TORNYY-NYY1|KXMLBSPREAD-25OCT06CHCMIL-MIL1
Sports > Golf > PGA,KXFIBAECUPGAME,24h+,93-95¢,2,1,1,50.0,-44.0,-88.0,no,KXFIBAECUPGAME-26FEB03PRIBIL-BIL|KXFIBAECUPGAME-26JAN21ZARPEA-ZAR
Mentions > Mentions,KXTRUMPMENTIONB,1-3h,93-95¢,2,1,1,50.0,-44.0,-88.0,no,KXTRUMPMENTIONB-26JAN30-ALCO|KXTRUMPMENTIONB-26JAN30-BIDE
Sports > Soccer > Australian A-League,KXALEAGUEGAME,0-1h,96-98¢,4,3,1,75.0,-22.25,-89.0,no,KXALEAGUEGAME-26JAN25WESPER-TIE|KXALEAGUEGAME-26JAN17ADUVIC-ADU|KXALEAGUEGAME-26JAN01WESMAC-MAC|KXALEAGUEGAME-25DEC05MACVIC-TIE
Sports > Soccer > MLS,KXMLSGAME,1-3h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXMLSGAME-25NOV29MIANYC-MIA|KXMLSGAME-25NOV08MINSEA-SEA
Sports > Cricket > T20,KXCRICKETT20IMATCH,12-24h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXCRICKETT20IMATCH-26JAN07PAKSRI-SRI|KXCRICKETT20IMATCH-25DEC28MYABHU-BHU
Transportation > Transportation,KXTSA,24h+,93-95¢,2,1,1,50.0,-44.5,-89.0,no,TSA-21OCT21-T2|TSA-21AUG30-T1.8
Sports > Tennis > United Cup,KXUNITEDCUPMATCH,3-6h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXUNITEDCUPMATCH-26JAN03SWAOSA-OSA|KXUNITEDCUPMATCH-26JAN03FRIBAE-FRI
Sports > Soccer > UEFA Europa League,KXUELGAME,0-1h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXUELGAME-26JAN22VIKFCP-VIK|KXUELGAME-26JAN22SKBFCM-TIE
Entertainment > Apps,KXAPPRANKFREE,24h+,96-98¢,3,2,1,66.7,-29.67,-89.0,no,KXAPPRANKFREE-25NOV08-CHA|KXAPPRANKFREE-25OCT05-SOR|KXAPPRANKFREE-25OCT01-GOO
Mentions > Mentions,KXNBAMENTION,3-6h,96-98¢,4,3,1,75.0,-22.25,-89.0,no,KXNBAMENTION-26FEB11SASLAL-ANKL|KXNBAMENTION-26FEB09OKCLAL-ELBO|KXNBAMENTION-26FEB09MILORL-ALLE|KXNBAMENTION-26FEB08LACMIN-DRAF
Sports > Basketball > NBA,KXNBABLK,1-3h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXNBABLK-26FEB07GSWLAL-LALLJAMES23-1|KXNBABLK-26FEB06MIABOS-BOSNVUCEVIC9-1
Health > COVID-19,KXVAXX,24h+,93-95¢,2,1,1,50.0,-44.5,-89.0,no,VAXX-21NOV24-T231|VAXX-21NOV17-T227
Sports > Esports > Counter-Strike,KXCSGOGAME,3-6h,96-98¢,3,2,1,66.7,-29.67,-89.0,no,KXCSGOGAME-25NOV30TLMIBR-TL|KXCSGOGAME-25NOV29FAZEAUR-AUR|KXCSGOGAME-25NOV25M80NRG-M80
Sports > Tennis > WTA Challenger,KXWTACHALLENGERMATCH,1-3h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXWTACHALLENGERMATCH-26FEB08SORLIA-SOR|KXWTACHALLENGERMATCH-26JAN31BARPLI-PLI
Sports > Football > NFL,KXNFLSPREAD,0-1h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXNFLSPREAD-26JAN17BUFDEN-BUF2|KXNFLSPREAD-26JAN12HOUPIT-HOU14
Mentions > Mentions,KXNCAAMENTION,24h+,90-92¢,44,39,5,88.6,-2.02,-89.0,no,KXNCAAMENTION-CFBC26-TRAN|KXNCAAMENTION-CFBC26-SAFE|KXNCAAMENTION-CFBC26-HEIS|KXNCAAMENTION-CFBC26-HARD|KXNCAAMENTION-CFBC26-FRES
Sports > Football > NCAA Football,KXNCAAFTOTAL,3-6h,93-95¢,2,1,1,50.0,-44.5,-89.0,no,KXNCAAFTOTAL-25DEC31ASUDUKE-40|KXNCAAFTOTAL-25DEC27GTBYU-53
Sports > Football > NCAA Football,KXNCAAFTOTAL,1-3h,96-98¢,4,3,1,75.0,-22.25,-89.0,no,KXNCAAFTOTAL-26JAN09OREIND-58|KXNCAAFTOTAL-25DEC30USCTCU-49|KXNCAAFTOTAL-25DEC30TENNILL-52|KXNCAAFTOTAL-25DEC27GTBYU-47
Sports > Football > NFL,KXNFLPREPACK2ML,0-1h,96-98¢,3,2,1,66.7,-29.67,-89.0,no,KXNFLPREPACK2ML-25DEC21DENJACDETPITARIATL-DENATL|KXNFLPREPACK2ML-25DEC21DALLACMIACINCARTB-LACCIN|KXNFLPREPACK2ML-25DEC21DALLACMIACINCARTB-CINCAR
World > Flight Delays,KXFLIGHTJFK,6-12h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXFLIGHTJFK-25NOV11-T200|FLIGHTJFK-22JUL27-T400
Sports > Football > NFL,KXNFLSPREAD,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXNFLSPREAD-26JAN18HOUNE-HOU10
Sports > Football > NFL,KXNFL2TD,3-6h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXNFL2TD-26JAN03SEASF-SEAKWALKER9
Mentions > Mentions,KXLEAVITTMENTIONDURATION,6-12h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXLEAVITTMENTIONDURATION-DEC1225-39
Mentions > Mentions,KXTRUMPMENTIONB,6-12h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXTRUMPMENTIONB-26JAN28-ECON|KXTRUMPMENTIONB-26JAN14-NUCL
Economics > Employment & Fed,KXJOBLESSCLAIMS,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXJOBLESSCLAIMS-25JUL17-230000
Mentions > Mentions,KXNCAABMENTION,1-3h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXNCAABMENTION-26FEB11FLAUGA-TRAN|KXNCAABMENTION-26FEB09ARIZKU-DOUB
Sports > Soccer > Copa del Rey,KXCOPADELREYADVANCE,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXCOPADELREYADVANCE-26JAN14ALBRMA-RMA
Climate and Weather > Temperature,KXHIGHHOU,1-3h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXHIGHHOU-25JAN14-B54.5
Climate and Weather > Temperature,KXHIGHTSEA,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXHIGHTSEA-26JAN14-B51.5
Climate and Weather > Temperature,KXLOWTAUS,1-3h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXLOWTAUS-26FEB03-B52.5
Sports > Tennis > French Open Men's Singles,KXFOMEN,6-12h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXFOMEN-25MONDRA-DRA|KXFOMEN-25LEHDAV-DAV
Economics > Other Economics,KXBANKRUPTS,6-12h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXBANKRUPTS-25JAN-70
Entertainment > Movies,KXNETFLIXRANKMOVIERUNNERUP,1-3h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXNETFLIXRANKMOVIERUNNERUP-26FEB02-COP
Economics > Inflation,KXCPIUSEDCAR,6-12h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXCPIUSEDCAR-24DEC-T2.0
Sports > Esports > Counter-Strike,KXCS2MAP,1-3h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXCS2MAP-26FEB11WCPSSNUA-2-PSSNUA|KXCS2MAP-26FEB10NEMOG-2-OG
Sports > Esports > League of Legends,KXLOLGAME,6-12h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXLOLGAME-26FEB10DRXCHLE-HLE
Climate and Weather > Temperature,KXHIGHNY,1-3h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXHIGHNY-26JAN21-B37.5
Sports > Hockey > AHL,KXAHLGAME,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXAHLGAME-26FEB04HENSAN-HEN
Sports > Tennis > ATP,KXATPTOTALSETS,1-3h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXATPTOTALSETS-26JAN24MUSFRI-5|KXATPTOTALSETS-26JAN20FARRUB-4
Sports > Hockey > NHL,KXNHLSPREAD,3-6h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXNHLSPREAD-26FEB01BOSTB-TB1
Sports > Hockey > NCAA Hockey,KXNCAAHOCKEYGAME,3-6h,96-98¢,4,3,1,75.0,-22.5,-90.0,no,KXNCAAHOCKEYGAME-26FEB07BROPRI-PRI|KXNCAAHOCKEYGAME-26JAN31RITMER-RIT|KXNCAAHOCKEYGAME-26JAN31UMDDEN-DEN|KXNCAAHOCKEYGAME-26JAN31NDBG-BG
Sports > Soccer > Swiss Super League,KXSWISSLEAGUEGAME,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXSWISSLEAGUEGAME-25DEC20SIOWIN-SIO
Entertainment > Apps,KXAPPRANKFREE2,12-24h,96-98¢,4,3,1,75.0,-22.5,-90.0,no,KXAPPRANKFREE2-25OCT22-SOR|KXAPPRANKFREE2-25OCT09-CHA|KXAPPRANKFREE2-25OCT08-CHA|KXAPPRANKFREE2-25OCT04-GOO
Sports > Hockey > KHL,KXKHLGAME,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXKHLGAME-26JAN26SALDIN-DIN
Entertainment > Music charts,KXSPOTIFYD,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXSPOTIFYD-26FEB03-THE
Economics > Employment & Fed,KXPAYROLLS,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXPAYROLLS-25JUL-T100000
Financials > Stock Indices,KXINXZ,0-1h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,INXZ-23DEC15-T4719.55|INXZ-23DEC14-T4707.09
Sports > Golf > PGA,KXPGARYDERMATCH,3-6h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXPGARYDERMATCH-25SEP26JRTHBDJT-BDJT
Financials > Stock Indices,KXNASDAQ100Z,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,NASDAQ100Z-24JAN16-T16832.92
Sports > Golf > PGA,KXEUROCUPGAME,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXEUROCUPGAME-25DEC17ULMPBC-PBC
Sports > Golf > PGA,KXPGARYDERMATCH,0-1h,96-98¢,3,2,1,66.7,-30.0,-90.0,no,KXPGARYDERMATCH-25SEP27THMFSBPC-THMF|KXPGARYDERMATCH-25SEP27JRSSJSXS-JSXS|KXPGARYDERMATCH-25SEP27RMVHRHSS-RHSS
Sports > Basketball > NBA,KXNBA2D,0-1h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXNBA2D-26FEB09CHIBKN-BKNNCLAXTON33|KXNBA2D-26FEB07PHIPHX-PHITMAXEY0
Sports > Tennis > ATP,KXATPEXACTMATCH,24h+,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXATPEXACTMATCH-26JAN23SPISIN-SIN30
Sports > Soccer > Ligue 1,KXLIGUE1SPREAD,1-3h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,KXLIGUE1SPREAD-26JAN17ANGOM-OM1|KXLIGUE1SPREAD-26JAN04OMFCN-OM1
Politics > Approval Ratings,KX538APPROVEMIN,6-12h,93-95¢,2,1,1,50.0,-45.0,-90.0,no,538APPROVEMIN-24OCT31-T40|538APPROVEMIN-23MAY31-T41
Sports > Other Sports,KXARGLNBGAME,3-6h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXARGLNBGAME-26JAN12PENARJ-PEN
Sports > Esports > League of Legends,KXLOLTOTALMAPS,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXLOLTOTALMAPS-26FEB01GENHLE-4
Sports > Soccer > Serie A,KXSERIEASPREAD,1-3h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXSERIEASPREAD-26FEB09ATACRE-ATA1
Sports > Soccer > Saudi Pro League,KXSAUDIPLGAME,3-6h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXSAUDIPLGAME-26JAN17FAYDAM-FAY
Sports > Hockey > NCAA Hockey,KXNCAAHOCKEYGAME,6-12h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXNCAAHOCKEYGAME-26FEB02NEBU-NE
Sports > Esports > Call of Duty,KXCODGAME,24h+,96-98¢,3,2,1,66.7,-30.0,-90.0,no,KXCODGAME-26JAN11TEXVAN-TEX|KXCODGAME-25DEC14C9NYMH-C9NY|KXCODGAME-25DEC13LATPAR-PAR
Sports > Hockey > NCAA Hockey,KXNCAAHOCKEYGAME,12-24h,90-92¢,1,0,1,0.0,-90.0,-90.0,no,KXNCAAHOCKEYGAME-26FEB06DENCC-DEN
Climate and Weather > Temperature,KXHIGHHOU,3-6h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXHIGHHOU-25JAN26-B69.5
Sports > Soccer > Bundesliga,KXBUNDESLIGASPREAD,1-3h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXBUNDESLIGASPREAD-26JAN16SVWSGE-SVW1
Mentions > Mentions,KXLEAVITTMENTIONDURATION,12-24h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXLEAVITTMENTIONDURATION-DEC3125-24
Sports > Soccer > Bundesliga,KXBUNDESLIGASPREAD,0-1h,96-98¢,3,2,1,66.7,-30.33,-91.0,no,KXBUNDESLIGASPREAD-26FEB07M05FCA-M051|KXBUNDESLIGASPREAD-26FEB07STPVFB-STP1|KXBUNDESLIGASPREAD-26JAN31SGELEV-LEV1
Sports > Esports > Valorant,KXVALORANTMAP,1-3h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXVALORANTMAP-26FEB07ZETADRX-2-DRX
Sports > Football > NFL,KXNFLPREPACK2ML,3-6h,96-98¢,3,2,1,66.7,-30.33,-91.0,no,KXNFLPREPACK2ML-26JAN04CHIDETDENLACNEMIA-DENNE|KXNFLPREPACK2ML-26JAN04CHIDETDENLACNEMIA-CHINE|KXNFLPREPACK2ML-25DEC25KCDENMINDETWASDAL-DENMIN
Entertainment > Music charts,KXSPOTIFYALBUMW,24h+,96-98¢,3,2,1,66.7,-30.33,-91.0,no,KXSPOTIFYALBUMW-26JAN08-THEAR|KXSPOTIFYALBUMW-26JAN01-THE|KXSPOTIFYALBUMW-25DEC18-CHR
Entertainment > Movies,KXNETFLIXRANKMOVIERUNNERUP,12-24h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXNETFLIXRANKMOVIERUNNERUP-26JAN05-WRA
Sports > Basketball > NBA,KXNBA3D,0-1h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXNBA3D-26JAN26INDATL-ATLJJOHNSON1
Sports > Pickleball > Pickleball,KXPICKLEBALLGAMES,6-12h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXPICKLEBALLGAMES-BOUEMMPADYOU25OCT07-BOUEMM
Sports > Esports > Rainbow Six Siege,KXR6MAP,1-3h,96-98¢,3,2,1,66.7,-30.33,-91.0,no,KXR6MAP-26FEB10FAZEWCG-1-FAZE|KXR6MAP-26FEB08FLCSSECRET-1-FLCS|KXR6MAP-26FEB04OXGFLU-2-OXG
Economics > Inflation,KXCPICORE,12-24h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXCPICORE-25FEB-T0.2
Financials > Forex,KXEURUSD,6-12h,90-92¢,1,0,1,0.0,-91.0,-91.0,no,KXEURUSD-26FEB0210-B1.185
Sports > Motorsport > Formula 1,KXF1RACEPODIUM,24h+,96-98¢,3,2,1,66.7,-30.33,-91.0,no,KXF1RACEPODIUM-QATGP25-NOR|KXF1RACEPODIUM-SINGP25-RUS|KXF1RACEPODIUM-ITAGP25-NOR
Sports > Basketball > NBA,KXNBAPTS,12-24h,96-98¢,3,2,1,66.7,-30.33,-91.0,no,KXNBAPTS-26FEB11LACHOU-HOUKDURANT7-15|KXNBAPTS-26FEB11SACUTA-UTAJJACKSON8-10|KXNBAPTS-26FEB10LACHOU-LACBMATHURIN00-15
Sports > Soccer > Copa del Rey,KXCOPADELREYGAME,24h+,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXCOPADELREYGAME-25DEC16EIBELC-EIB
Sports > Tennis > WTA Challenger,KXWTACHALLENGERMATCH,6-12h,96-98¢,2,1,1,50.0,-46.0,-92.0,no,KXWTACHALLENGERMATCH-26JAN31VIGMAT-MAT|KXWTACHALLENGERMATCH-26JAN31ETOKUL-ETO
Sports > Football > NFL,KXNFLTOTAL,1-3h,96-98¢,2,1,1,50.0,-46.0,-92.0,no,KXNFLTOTAL-26JAN25LASEA-62|KXNFLTOTAL-26JAN10GBCHI-43
Sports > Football > NFL,KXNFLANYTD,3-6h,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXNFLANYTD-26JAN11LACNE-NESDIGGS8
Sports > Esports > Dota 2,KXDOTA2GAME,6-12h,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXDOTA2GAME-26JAN25NEMIGASTR-NEMIGA
Sports > Soccer > Liga MX,KXLIGAMXGAME,0-1h,96-98¢,2,1,1,50.0,-46.0,-92.0,no,KXLIGAMXGAME-26FEB01QUEPAC-QUE|KXLIGAMXGAME-26JAN09TIJAME-TIE
Entertainment > Movies,KXNETFLIXRANKSHOWRUNNERUP,24h+,96-98¢,2,1,1,50.0,-46.0,-92.0,no,KXNETFLIXRANKSHOWRUNNERUP-25DEC15-STR|KXNETFLIXRANKSHOWRUNNERUP-25DEC03-STR
Financials > Forex,KXEURUSD,12-24h,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXEURUSD-26JAN2710-B1.187
Economics > Employment & Fed,KXFEDDECISION,24h+,96-98¢,3,2,1,66.7,-30.67,-92.0,no,KXFEDDECISION-25OCT-C25|FEDDECISION-24JAN31-H0|FEDDECISION-23SEP-H25
Sports > Basketball > NBA,KXNBAAST,3-6h,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXNBAAST-26FEB11PORMIN-PORDAVDIJA8-4
Sports > Hockey > NCAA Hockey,KXNCAAHOCKEYGAME,6-12h,96-98¢,4,3,1,75.0,-23.0,-92.0,no,KXNCAAHOCKEYGAME-26FEB07NDWIS-ND|KXNCAAHOCKEYGAME-26FEB07YALQUI-QUI|KXNCAAHOCKEYGAME-26FEB06DENCC-TIE|KXNCAAHOCKEYGAME-26JAN31ASUCC-CC
Climate and Weather > Temperature,KXHIGHTSEA,1-3h,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXHIGHTSEA-26FEB01-B53.5
Sports > Football > NFL,KXNFLPREPACK2ML,3-6h,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXNFLPREPACK2ML-25DEC21DENJACDETPITARIATL-DENARI
Sports > Football > NFL,KXNFLPREPACK3ML,24h+,90-92¢,1,0,1,0.0,-92.0,-92.0,no,KXNFLPREPACK3ML-25DEC21DENJACDETPITARIATL-DENDETATL
World > Flight Delays,KXFLIGHTLAX,6-12h,96-98¢,2,1,1,50.0,-46.5,-93.0,no,KXFLIGHTLAX-25NOV11-T200|FLIGHTLAX-22JUL14-T300
Sports > Football > NFL,KXNFLPREPACKSGP,3-6h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXNFLPREPACKSGP-25DEC25DALWAS-DALU51
Sports > Football > NFL,KXNFL2TD,3-6h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXNFL2TD-26JAN10GBCHI-GBCWATSON9
Entertainment > Apps,KXAPPRANKFREE2,24h+,96-98¢,2,1,1,50.0,-46.5,-93.0,no,KXAPPRANKFREE2-25OCT03-CHA|KXAPPRANKFREE2-25SEP30-CHA
Sports > Cricket > T20,KXT20MATCH,24h+,96-98¢,3,2,1,66.7,-31.0,-93.0,no,KXT20MATCH-26FEB10UAENZ-NZ|KXT20MATCH-26FEB09CANSA-SA|KXT20MATCH-26FEB05NEDAUS-AUS
Sports > Soccer > Belgian Pro League,KXBELGIANPLGAME,24h+,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXBELGIANPLGAME-25DEC26CERUSG-USG
Sports > Football > NFL,KXNFLTOTAL,1-3h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXNFLTOTAL-26JAN25LASEA-65
Sports > Tennis > ATP,KXATPMATCH,12-24h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXATPMATCH-26FEB09DZUDEL-DZU
Sports > Football > NFL,KXNFLANYTD,1-3h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXNFLANYTD-26JAN17BUFDEN-BUFKSHAKIR10
Sports > Tennis > WTA,KXWTAMATCH,6-12h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXWTAMATCH-26FEB06BAPHUN-HUN
Sports > Soccer > Serie A,KXSERIEATOTAL,1-3h,96-98¢,3,2,1,66.7,-31.0,-93.0,no,KXSERIEATOTAL-26FEB08LECUDI-1|KXSERIEATOTAL-26JAN30LAZGEN-1|KXSERIEATOTAL-26JAN11VERLAZ-1
Sports > Esports > Counter-Strike,KXCS2TOTALMAPS,0-1h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXCS2TOTALMAPS-26JAN24FURIAPRV-3
Sports > Football > NFL,KXNFLSPREAD,24h+,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXNFLSPREAD-26JAN25NEDEN-NE10
Climate and Weather > Temperature,KXHIGHDEN,6-12h,90-92¢,22,19,3,86.4,-4.23,-93.0,no,KXHIGHDEN-26FEB09-B70.5|KXHIGHDEN-26FEB08-B64.5|KXHIGHDEN-26FEB07-B63.5|KXHIGHDEN-26FEB06-B65.5|KXHIGHDEN-26FEB05-B64.5
Climate and Weather > Temperature,KXHIGHTLV,12-24h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXHIGHTLV-26JAN22-B60.5
Economics > Employment & Fed,KXJOBLESSCLAIMS,6-12h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXJOBLESSCLAIMS-25DEC31-215000
Sports > Basketball > NBA,KXNBAAST,6-12h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXNBAAST-26FEB10SASLAL-LALAREAVES15-4
Entertainment > Other,KXTOPALBUM,12-24h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXTOPALBUM-25DEC27-IMT
Sports > Soccer > MLS,KXMLSGAME,12-24h,93-95¢,1,0,1,0.0,-93.0,-93.0,no,KXMLSGAME-25NOV01DALVAN-DAL
