Category,Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),Crossed 90%,First Touch Time,First Touch Price (¢),Permanent Cross Time,Permanent Cross Price (¢),Market Close Time,Betting Window (min),Betting Window (sec),Prediction Correct,Trades Count
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08CARROT-ROT,Will Mees Rottgering win the Carballes Baena vs Rottgering : Qualification Final match?,yes,100,YES,2026-02-08T14:49:17.579063Z,90,,,2026-02-08T14:57:02Z,7.7,464,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08BOOGRE-BOO,Will Thijs Boogaard win the Boogaard vs Grenier : Qualification Final match?,no,0,YES,2026-02-08T11:41:37.39451Z,90,,,2026-02-08T12:52:47Z,71.2,4269,WRONG,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08GASOCO-OCO,Will Christopher O'Connell win the Gaston vs O'Connell : Qualification Final match?,yes,100,YES,2026-02-08T10:48:03.559383Z,90,,,2026-02-08T11:32:36Z,44.5,2672,CORRECT,1172
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07DELOLI-DEL,Will Hugo Dellien win the Dellien vs Olivieri : Round Of 16 match?,yes,100,YES,2026-02-07T22:26:13.873002Z,90,,,2026-02-07T23:17:15Z,51.0,3061,CORRECT,1100
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06JODKRU-JOD,Will Rafael Jodar win the Jodar vs Krueger : Qualification Round 1 match?,yes,100,YES,2026-02-07T21:12:25.902373Z,91,,,2026-02-07T22:17:25Z,65.0,3899,CORRECT,492
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07COLSEY-SEY,Will Thiago Seyboth Wild win the Collarini vs Seyboth Wild : Round Of 16 match?,yes,100,YES,2026-02-07T21:05:46.542121Z,94,,,2026-02-07T21:57:00Z,51.2,3073,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06RYBCAS-CAS,Will Murphy Cassone win the Rybakov vs Cassone : Qualification Round 1 match?,yes,100,YES,2026-02-07T20:30:08.189112Z,90,,,2026-02-07T21:17:24Z,47.2,2835,CORRECT,365
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07PELLA-PEL,Will Andrea Pellegrino win the Pellegrino vs La Serna : Round Of 16 match?,yes,100,YES,2026-02-07T19:57:53.489914Z,90,,,2026-02-07T20:52:07Z,54.2,3253,CORRECT,581
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06AROTOM-TOM,Will Bernard Tomic win the Arora vs Tomic : Qualification Round 1 match?,yes,100,YES,2026-02-07T17:59:04.00472Z,91,,,2026-02-07T20:37:05Z,158.0,9480,CORRECT,451
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06SHIKWI-SHI,Will Sho Shimabukuro win the Shimabukuro vs Kwiatkowski : Qualification Round 1 match?,yes,100,YES,2026-02-07T18:52:51.735959Z,91,,,2026-02-07T19:56:42Z,63.8,3830,CORRECT,325
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07AGAMON-MON,Will Thiago Monteiro win the Agamenone vs Monteiro : Round Of 16 match?,yes,100,YES,2026-02-07T18:51:21.935609Z,92,,,2026-02-07T19:33:22Z,42.0,2520,CORRECT,443
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06SVAGEO-SVA,Will Zachary Svajda win the Svajda vs Georgiev : Qualification Round 1 match?,yes,100,YES,2026-02-07T15:26:00.484245Z,95,,,2026-02-07T19:22:49Z,236.8,14208,CORRECT,1121
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07CARCAR2-CAR2,Will Roberto Carballes Baena win the Carreno Busta vs Carballes Baena : Qualification Round 1 match?,yes,100,YES,2026-02-07T19:04:03.508202Z,91,,,2026-02-07T19:22:33Z,18.5,1109,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07MIDMEL-MID,Will Lautaro Midon win the Midon vs Meligeni Alves : Round Of 16 match?,yes,100,YES,2026-02-07T18:43:32.533041Z,91,,,2026-02-07T19:22:31Z,39.0,2338,CORRECT,371
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06DUTPIN-PIN,Will Jack Pinnington Jones win the Dutra Da Silva vs Pinnington Jones : Qualification Round 1 match?,yes,100,YES,2026-02-07T17:01:04.539719Z,90,,,2026-02-07T18:43:25Z,102.3,6140,CORRECT,347
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07AUGDRO-AUG,Will Felix Auger-Aliassime win the Auger-Aliassime vs Droguet : Semifinal match?,yes,100,YES,2026-02-07T18:30:39.372528Z,92,,,2026-02-07T18:43:13Z,12.6,753,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07GALTOR-GAL,Will Daniel Elahi Galan win the Galan vs Torres : Round Of 16 match?,yes,100,YES,2026-02-07T16:53:17.52771Z,90,,,2026-02-07T17:51:48Z,58.5,3510,CORRECT,1328
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07PASKIC-PAS,Will Francesco Passaro win the Passaro vs Kicker : Round Of 16 match?,yes,100,YES,2026-02-07T17:04:58.401866Z,90,,,2026-02-07T17:43:08Z,38.1,2289,CORRECT,346
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07RODCEC-CEC,Will Marco Cecchinato win the Rodriguez Taverna vs Cecchinato : Round Of 16 match?,yes,100,YES,2026-02-07T16:53:11.204316Z,91,,,2026-02-07T17:43:05Z,49.9,2993,CORRECT,482
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06FINBOY-BOY,Will Tristan Boyer win the Finkelstein vs Boyer : Qualification Round 1 match?,yes,100,YES,2026-02-07T15:52:34.521055Z,94,,,2026-02-07T17:37:27Z,104.9,6292,CORRECT,702
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07KYPSAK-KYP,Will Patrick Kypson win the Kypson vs Sakamoto : Qualification Round 1 match?,yes,100,YES,2026-02-07T16:17:16.076622Z,94,,,2026-02-07T17:23:14Z,66.0,3957,CORRECT,59
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07MEDBAS-MED,Will Hamad Medjedovic win the Medjedovic vs Basilashvili : Qualification Round 1 match?,yes,100,YES,2026-02-07T16:22:38.603652Z,90,,,2026-02-07T17:17:13Z,54.6,3274,CORRECT,846
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07ROTJAC-ROT,Will Mees Rottgering win the Rottgering vs Jacquet : Qualification Round 1 match?,yes,100,YES,2026-02-07T16:54:00.28365Z,91,,,2026-02-07T17:03:42Z,9.7,581,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06KYPSAN-KYP,Will Patrick Kypson win the Kypson vs Sanchez Jover : Qualification Round 1 match?,scalar,94,YES,2026-02-07T14:16:47.70141Z,95,,,2026-02-07T16:33:12Z,136.4,8184,WRONG,91
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07MANDAM-MAN,Will Adrian Mannarino win the Mannarino vs Damm Jr : Semifinal match?,yes,100,YES,2026-02-07T15:27:57.007698Z,90,,,2026-02-07T15:57:34Z,29.6,1776,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07PAVHAR-HAR,Will Billy Harris win the Pavlovic vs Harris : Qualification Round 1 match?,no,0,YES,2026-02-07T15:00:28.646926Z,90,,,2026-02-07T15:57:31Z,57.0,3422,WRONG,1026
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07GASDEC-DEC,Will Alec Deckers win the Gaston vs Deckers : Qualification Round 1 match?,no,0,YES,2026-02-07T13:55:30.089582Z,91,,,2026-02-07T14:42:46Z,47.2,2835,WRONG,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07COPBOO-COP,Will Kimmer Coppejans win the Coppejans vs Boogaard : Qualification Round 1 match?,no,0,YES,2026-02-07T12:38:25.646735Z,93,,,2026-02-07T14:26:16Z,107.8,6470,WRONG,1954
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07GRECHO-GRE,Will Hugo Grenier win the Grenier vs Choinski : Qualification Round 1 match?,yes,100,YES,2026-02-07T11:08:26.967392Z,90,,,2026-02-07T11:41:55Z,33.5,2008,CORRECT,749
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB07SACOCO-OCO,Will Christopher O'Connell win the Sachko vs O'Connell : Qualification Round 1 match?,yes,100,YES,2026-02-07T10:45:42.367493Z,92,,,2026-02-07T11:41:53Z,56.2,3370,CORRECT,829
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06GRIDRO-DRO,Will Titouan Droguet win the Griekspoor vs Droguet : Quarterfinal match?,yes,100,YES,2026-02-06T21:24:37.392372Z,90,,,2026-02-06T21:31:11Z,6.5,393,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06AUGFIL-AUG,Will Felix Auger-Aliassime win the Auger-Aliassime vs Fils : Quarterfinal match?,yes,100,YES,2026-02-06T18:50:28.691361Z,90,,,2026-02-06T19:25:38Z,35.1,2109,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06DAMNAR-DAM,Will Martin Damm Jr win the Damm Jr vs Nardi : Quarterfinal match?,yes,100,YES,2026-02-06T17:42:37.113731Z,90,,,2026-02-06T18:00:56Z,18.3,1098,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB06MANGEA-MAN,Will Adrian Mannarino win the Mannarino vs Gea : Quarterfinal match?,yes,100,YES,2026-02-06T15:57:11.701572Z,90,,,2026-02-06T16:15:24Z,18.2,1092,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB04BLAFIL-FIL,Will Arthur Fils win the Blanchet vs Fils : Round Of 16 match?,yes,100,YES,2026-02-05T20:49:15.418285Z,90,,,2026-02-05T21:25:32Z,36.3,2176,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB05AUGWAW-AUG,Will Felix Auger-Aliassime win the Auger-Aliassime vs Wawrinka : Round Of 16 match?,yes,100,YES,2026-02-05T18:42:45.36908Z,90,,,2026-02-05T19:31:56Z,49.2,2950,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB05NARCOB-NAR,Will Luca Nardi win the Nardi vs Cobolli : Round Of 16 match?,yes,100,YES,2026-02-05T15:40:33.107409Z,90,,,2026-02-05T16:20:44Z,40.2,2410,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB04GRICAR-GRI,Will Tallon Griekspoor win the Griekspoor vs Carreno Busta : Round Of 16 match?,yes,100,YES,2026-02-05T14:25:38.336672Z,90,,,2026-02-05T14:50:24Z,24.8,1485,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB05DROKOV-DRO,Will Titouan Droguet win the Droguet vs Kovacevic : Round Of 16 match?,yes,100,YES,2026-02-05T13:51:53.163428Z,90,,,2026-02-05T14:10:43Z,18.8,1129,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB04GEAMAC-GEA,Will Arthur Gea win the Gea vs Machac : Round Of 16 match?,yes,100,YES,2026-02-04T22:02:56.687554Z,90,,,2026-02-04T22:15:27Z,12.5,750,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB04HUMMAN-MAN,Will Adrian Mannarino win the Humbert vs Mannarino : Round Of 16 match?,yes,100,YES,2026-02-04T20:35:44.4294Z,96,,,2026-02-04T20:40:50Z,5.1,305,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01MEDWAW-WAW,Will Stan Wawrinka win the Medjedovic vs Wawrinka : Round Of 32 match?,yes,100,YES,2026-02-04T17:04:08.240036Z,90,,,2026-02-04T17:35:29Z,31.3,1880,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB03KOUKOV-KOV,Will Aleksandar Kovacevic win the Kouame vs Kovacevic : Round Of 32 match?,yes,100,YES,2026-02-04T15:08:20.981884Z,90,,,2026-02-04T15:35:21Z,27.0,1620,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB04DAMBAU-DAM,Will Martin Damm Jr win the Damm Jr vs Bautista Agut : Round Of 16 match?,yes,100,YES,2026-02-04T11:49:40.515884Z,95,,,2026-02-04T13:31:23Z,101.7,6102,CORRECT,1418
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01BASNAR-NAR,Will Luca Nardi win the Basilashvili vs Nardi : Round Of 32 match?,yes,100,YES,2026-02-04T11:37:08.659578Z,90,,,2026-02-04T12:15:37Z,38.5,2308,CORRECT,1494
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB03VAVBLA-BLA,Will Ugo Blanchet win the Vavassori vs Blanchet : Round Of 32 match?,yes,100,YES,2026-02-03T21:18:25.471326Z,90,,,2026-02-03T21:55:26Z,37.0,2220,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01ROYFIL-FIL,Will Arthur Fils win the Royer vs Fils : Round Of 32 match?,yes,100,YES,2026-02-03T19:55:29.53034Z,90,,,2026-02-03T20:21:07Z,25.6,1537,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01HUMVAN-HUM,Will Ugo Humbert win the Humbert vs Van de Zandschulp : Round Of 32 match?,yes,100,YES,2026-02-03T15:59:07.876126Z,91,,,2026-02-03T16:55:28Z,56.3,3380,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB03DROCHO-DRO,Will Titouan Droguet win the Droguet vs Choinski : Round Of 32 match?,yes,100,YES,2026-02-03T14:12:02.112754Z,90,,,2026-02-03T15:25:38Z,73.6,4415,CORRECT,1797
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB03HURDAM-DAM,Will Martin Damm Jr win the Hurkacz vs Damm Jr : Round Of 32 match?,yes,100,YES,2026-02-03T15:08:00.790757Z,90,,,2026-02-03T15:21:30Z,13.5,809,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01KECCAR-CAR,Will Pablo Carreno Busta win the Kecmanovic vs Carreno Busta : Round Of 32 match?,yes,100,YES,2026-02-03T13:17:10.104703Z,99,,,2026-02-03T13:51:03Z,33.9,2032,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01BAUOCO-BAU,Will Roberto Bautista Agut win the Bautista Agut vs O'Connell : Round Of 32 match?,yes,100,YES,2026-02-02T22:37:29.375348Z,91,,,2026-02-02T22:46:28Z,9.0,538,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01GEAMPE-GEA,Will Arthur Gea win the Gea vs Mpetshi Perricard : Round Of 32 match?,yes,100,YES,2026-02-02T19:15:43.37078Z,90,,,2026-02-02T20:27:00Z,71.3,4276,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01MARMAN-MAN,Will Adrian Mannarino win the Martinez vs Mannarino : Round Of 32 match?,yes,100,YES,2026-02-02T18:06:10.365534Z,90,,,2026-02-02T18:31:48Z,25.6,1537,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB02CHIKOU-KOU,Will Moise Kouame win the Chidekh vs Kouame : Qualification Final match?,yes,100,YES,2026-02-02T16:17:10.410107Z,90,,,2026-02-02T16:41:39Z,24.5,1468,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB02VAVGRE-VAV,Will Andrea Vavassori win the Vavassori vs Grenier : Qualification Final match?,yes,100,YES,2026-02-02T15:27:26.869496Z,93,,,2026-02-02T15:51:49Z,24.4,1462,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB02TABDAM-DAM,Will Martin Damm Jr win the Tabur vs Damm Jr : Qualification Final match?,yes,100,YES,2026-02-02T13:56:33.569452Z,90,,,2026-02-02T14:05:57Z,9.4,563,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB02BLADRO-DRO,Will Titouan Droguet win the Blanchet vs Droguet : Qualification Final match?,yes,100,YES,2026-02-02T13:16:12.088535Z,91,,,2026-02-02T13:31:09Z,14.9,896,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01BLAGRE-GRE,Will Hugo Grenier win the Blancaneaux vs Grenier : Qualification Round 1 match?,yes,100,YES,2026-02-01T18:54:48.865424Z,90,,,2026-02-01T19:01:50Z,7.0,421,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01CARVAV-VAV,Will Andrea Vavassori win the Carballes Baena vs Vavassori : Qualification Round 1 match?,yes,100,YES,2026-02-01T16:21:05.273087Z,90,,,2026-02-01T16:51:44Z,30.6,1838,CORRECT,1595
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01KOUYME-KOU,Will Moise Kouame win the Kouame vs Ymer : Qualification Round 1 match?,yes,100,YES,2026-02-01T16:14:41.536873Z,90,,,2026-02-01T16:21:11Z,6.5,389,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01HARTAB-HAR,Will Billy Harris win the Harris vs Tabur : Qualification Round 1 match?,no,0,YES,2026-02-01T14:26:52.670185Z,95,,,2026-02-01T15:02:57Z,36.1,2164,WRONG,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01LANCHI-CHI,Will Clement Chidekh win the Landaluce vs Chidekh : Qualification Round 1 match?,yes,100,YES,2026-02-01T13:21:49.5821Z,90,,,2026-02-01T13:27:07Z,5.3,317,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01BLAZAP-BLA,Will Ugo Blanchet win the Blanchet vs Zapata Miralles : Qualification Round 1 match?,yes,100,YES,2026-02-01T09:30:11.605266Z,91,,,2026-02-01T12:36:17Z,186.1,11165,CORRECT,345
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01MARDAM-DAM,Will Martin Damm Jr win the Martineau vs Damm Jr : Qualification Round 1 match?,yes,100,YES,2026-02-01T11:23:50.395175Z,90,,,2026-02-01T11:36:30Z,12.7,759,CORRECT,851
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB01BERDRO-DRO,Will Titouan Droguet win the Bertrand vs Droguet : Qualification Round 1 match?,yes,100,YES,2026-02-01T09:52:40.542195Z,91,,,2026-02-01T10:46:47Z,54.1,3246,CORRECT,325
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN29DJOSIN-DJO,Will Novak Djokovic win the Djokovic vs Sinner : Semifinal match?,yes,100,YES,2026-01-30T14:30:56.742573Z,90,,,2026-01-30T14:40:28Z,9.5,571,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN29ALCZVE-ALC,Will Carlos Alcaraz win the Alcaraz vs Zverev : Semifinal match?,yes,100,YES,2026-01-30T09:14:26.453013Z,92,,,2026-01-30T09:19:07Z,4.7,280,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN27SHESIN-SIN,Will Jannik Sinner win the Shelton vs Sinner : Quarterfinal match?,yes,100,YES,2026-01-28T07:39:56.771359Z,90,,,2026-01-28T11:04:57.776412Z,205.0,12301,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN26MUSDJO-DJO,Will Novak Djokovic win the Musetti vs Djokovic : Quarterfinal match?,yes,100,YES,2026-01-28T06:43:40.561521Z,95,,,2026-01-28T06:50:08.13461Z,6.5,387,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN26ALCDE-ALC,Will Carlos Alcaraz win the Alcaraz vs de Minaur : Quarterfinal match?,yes,100,YES,2026-01-27T10:23:08.328103Z,90,,,2026-01-27T11:50:38.412134Z,87.5,5250,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN26ZVETIE-ZVE,Will Alexander Zverev win the Zverev vs Tien : Quarterfinal match?,yes,100,YES,2026-01-27T05:50:06.826097Z,90,,,2026-01-27T06:00:43.440723Z,10.6,636,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN25SHERUU-SHE,Will Ben Shelton win the Shelton vs Ruud : Round Of 16 match?,yes,100,YES,2026-01-26T11:41:35.984059Z,90,,,2026-01-26T12:30:37.542825Z,49.0,2941,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN24DARSIN-SIN,Will Jannik Sinner win the Darderi vs Sinner : Round Of 16 match?,yes,100,YES,2026-01-26T05:27:28.863204Z,97,,,2026-01-26T09:24:59.052804Z,237.5,14250,CORRECT,1858
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN24MUSFRI-MUS,Will Lorenzo Musetti win the Musetti vs Fritz : Round Of 16 match?,yes,100,YES,2026-01-26T04:44:14.690074Z,98,,,2026-01-26T05:25:08.338436Z,40.9,2453,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN24BUBDE-DE,Will Alex de Minaur win the Bublik vs de Minaur : Round Of 16 match?,yes,100,YES,2026-01-25T08:58:57.96972Z,90,,,2026-01-25T09:50:18.654822Z,51.3,3080,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN24MEDTIE-TIE,Will Learner Tien win the Medvedev vs Tien : Round Of 16 match?,yes,100,YES,2026-01-25T08:34:29.892704Z,90,,,2026-01-25T09:20:13.881196Z,45.7,2743,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN24ZVECER-ZVE,Will Alexander Zverev win the Zverev vs Cerundolo : Round Of 16 match?,yes,100,YES,2026-01-25T07:09:21.882151Z,95,,,2026-01-25T08:35:08.523224Z,85.8,5146,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN24ALCPAU-ALC,Will Carlos Alcaraz win the Alcaraz vs Paul : Round Of 16 match?,yes,100,YES,2026-01-25T03:53:26.424409Z,90,,,2026-01-25T05:35:08.546975Z,101.7,6102,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN23CILRUU-RUU,Will Casper Ruud win the Cilic vs Ruud : Round Of 32 match?,yes,100,YES,2026-01-24T12:50:06.173898Z,90,,,2026-01-24T13:35:25.562642Z,45.3,2719,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22MENQUI-MEN,Will Jakub Mensik win the Mensik vs Quinn : Round Of 32 match?,yes,100,YES,2026-01-24T11:38:43.690368Z,92,,,2026-01-24T12:40:35.354292Z,61.9,3711,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN23VANDJO-DJO,Will Novak Djokovic win the Van de Zandschulp vs Djokovic : Round Of 32 match?,yes,100,YES,2026-01-24T07:06:21.967673Z,93,,,2026-01-24T11:05:29.050636Z,239.1,14347,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN23WAWFRI-FRI,Will Taylor Fritz win the Wawrinka vs Fritz : Round Of 32 match?,yes,100,YES,2026-01-24T08:26:35.148654Z,90,,,2026-01-24T09:35:28.704426Z,68.9,4133,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22SHEVAC-SHE,Will Ben Shelton win the Shelton vs Vacherot : Round Of 32 match?,yes,100,YES,2026-01-24T05:28:31.762538Z,97,,,2026-01-24T06:14:57.630329Z,46.4,2785,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN23SPISIN-SIN,Will Jannik Sinner win the Spizzirri vs Sinner : Round Of 32 match?,yes,100,YES,2026-01-24T04:56:10.254887Z,90,,,2026-01-24T05:15:20.787352Z,19.2,1150,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN23MUSMAC-MUS,Will Lorenzo Musetti win the Musetti vs Machac : Round Of 32 match?,yes,100,YES,2026-01-24T03:48:03.635209Z,90,,,2026-01-24T04:15:29.771791Z,27.4,1646,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22KHADAR-DAR,Will Luciano Darderi win the Khachanov vs Darderi : Round Of 32 match?,yes,100,YES,2026-01-24T02:47:47.762286Z,90,,,2026-01-24T03:15:42.317062Z,27.9,1674,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22BUBETC-BUB,Will Alexander Bublik win the Bublik vs Etcheverry : Round Of 32 match?,yes,100,YES,2026-01-23T12:03:32.713576Z,96,,,2026-01-23T12:50:39.275847Z,47.1,2826,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22ZVENOR-ZVE,Will Alexander Zverev win the Zverev vs Norrie : Round Of 32 match?,yes,100,YES,2026-01-23T09:14:26.705646Z,90,,,2026-01-23T11:21:03.282246Z,126.6,7596,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22TIADE-DE,Will Alex de Minaur win the Tiafoe vs de Minaur : Round Of 32 match?,yes,100,YES,2026-01-23T08:51:42.055797Z,90,,,2026-01-23T11:05:33.366637Z,133.8,8031,CORRECT,1914
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22CERRUB-CER,Will Francisco Cerundolo win the Cerundolo vs Rublev : Round Of 32 match?,yes,100,YES,2026-01-23T08:51:11.32073Z,90,,,2026-01-23T09:10:56.907059Z,19.8,1185,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22ALCMOU-ALC,Will Carlos Alcaraz win the Alcaraz vs Moutet : Round Of 32 match?,yes,100,YES,2026-01-23T01:40:15.78217Z,98,,,2026-01-23T05:25:54.676581Z,225.6,13538,CORRECT,1965
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22MEDMAR-MED,Will Daniil Medvedev win the Medvedev vs Marozsan : Round Of 32 match?,yes,100,YES,2026-01-23T04:03:15.393812Z,90,,,2026-01-23T04:31:18.659183Z,28.1,1683,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22PAUDAV-PAU,Will Tommy Paul win the Paul vs Davidovich Fokina : Round Of 32 match?,yes,100,YES,2026-01-23T03:18:26.722093Z,90,,,2026-01-23T04:20:08.732584Z,61.7,3702,CORRECT,1861
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26JAN22TIEBOR-TIE,Will Learner Tien win the Tien vs Borges : Round Of 32 match?,yes,100,YES,2026-01-23T01:26:05.67873Z,90,,,2026-01-23T02:25:54.003804Z,59.8,3588,CORRECT,2000
