Category,Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),Crossed 90%,First Touch Time,First Touch Price (¢),Permanent Cross Time,Permanent Cross Price (¢),Market Close Time,Betting Window (min),Betting Window (sec),Prediction Correct,Trades Count
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB10SHIKEC-KEC,Will Miomir Kecmanovic win the Shimabukuro vs Kecmanovic : Round Of 32 match?,yes,100,YES,2026-02-10T21:27:34.481752Z,90,,,2026-02-10T21:36:23Z,8.8,528,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08DEFIL-DE,Will Alex de Minaur win the de Minaur vs Fils : Round Of 32 match?,yes,100,YES,2026-02-10T19:40:47.885196Z,90,,,2026-02-10T20:22:06Z,41.3,2478,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09CILTIE-CIL,Will Marin Cilic win the Cilic vs Tien : Round Of 32 match?,yes,100,YES,2026-02-10T19:58:03.758745Z,90,,,2026-02-10T20:06:23Z,8.3,499,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08BURDJE-BUR,Will Roman Andres Burruchaga win the Burruchaga vs Djere : Round Of 32 match?,yes,100,YES,2026-02-10T19:16:52.731989Z,91,,,2026-02-10T20:01:43Z,44.8,2690,CORRECT,1255
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08DIATAB-TAB,Will Alejandro Tabilo win the Diaz Acosta vs Tabilo : Round Of 32 match?,yes,100,YES,2026-02-10T19:13:12.379945Z,90,,,2026-02-10T19:51:53Z,38.7,2320,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB10BARSEY-SEY,Will Thiago Seyboth Wild win the Barrios Vera vs Seyboth Wild : Round Of 32 match?,no,0,YES,2026-02-10T18:02:50.732438Z,93,,,2026-02-10T18:16:09Z,13.3,798,WRONG,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08ALTCER-CER,Will Juan Manuel Cerundolo win the Altmaier vs Cerundolo : Round Of 32 match?,yes,100,YES,2026-02-10T16:30:14.935998Z,92,,,2026-02-10T17:42:10Z,71.9,4315,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09GRESTR-STR,Will Jan-Lennard Struff win the Grenier vs Struff : Round Of 32 match?,yes,100,YES,2026-02-10T14:10:44.511525Z,90,,,2026-02-10T15:06:06Z,55.4,3321,CORRECT,1498
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08GRIMPE-GRI,Will Tallon Griekspoor win the Griekspoor vs Mpetshi Perricard : Round Of 32 match?,yes,100,YES,2026-02-10T13:34:04.922379Z,90,,,2026-02-10T13:41:50Z,7.8,465,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09HALROT-HAL,Will Quentin Halys win the Halys vs Rottgering : Round Of 32 match?,yes,100,YES,2026-02-10T11:31:19.754866Z,91,,,2026-02-10T12:12:23Z,41.0,2463,CORRECT,1919
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09ZHEKOR-KOR,Will Sebastian Korda win the Zheng vs Korda : Round Of 32 match?,yes,100,YES,2026-02-10T03:38:55.401874Z,90,,,2026-02-10T04:31:49Z,52.9,3173,CORRECT,1892
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09ATMTIA-TIA,Will Frances Tiafoe win the Atmane vs Tiafoe : Round Of 32 match?,yes,100,YES,2026-02-10T02:29:51.504149Z,91,,,2026-02-10T03:02:04Z,32.2,1932,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08BARKOP-KOP,Will Vit Kopriva win the Barrena vs Kopriva : Round Of 32 match?,yes,100,YES,2026-02-10T02:03:27.610848Z,92,,,2026-02-10T02:07:17Z,3.8,229,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09PELETC-ETC,Will Tomas Martin Etcheverry win the Pellegrino vs Etcheverry : Round Of 32 match?,yes,100,YES,2026-02-09T21:57:28.420615Z,92,,,2026-02-09T23:22:31Z,85.0,5102,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08BUDMUN-MUN,Will Jaume Munar win the Budkov Kjaer vs Munar : Round Of 32 match?,yes,100,YES,2026-02-09T21:09:23.130121Z,90,,,2026-02-09T21:57:34Z,48.2,2890,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09SVADAV-DAV,Will Alejandro Davidovich Fokina win the Svajda vs Davidovich Fokina : Round Of 32 match?,yes,100,YES,2026-02-09T21:07:31.343046Z,90,,,2026-02-09T21:16:31Z,9.0,539,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09PAVVAN-VAN,Will Botic Van de Zandschulp win the Pavlovic vs Van de Zandschulp : Round Of 32 match?,yes,100,YES,2026-02-09T18:54:24.840057Z,90,,,2026-02-09T20:21:53Z,87.5,5248,CORRECT,1932
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09MIDMAR-MAR,Will Pedro Martinez win the Midon vs Martinez : Round Of 32 match?,yes,100,YES,2026-02-09T18:48:46.431712Z,90,,,2026-02-09T19:21:55Z,33.1,1988,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09NAKBEL-NAK,Will Brandon Nakashima win the Nakashima vs Bellucci : Round Of 32 match?,yes,100,YES,2026-02-09T18:28:33.54911Z,90,,,2026-02-09T19:21:43Z,53.1,3189,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09ROYOCO-OCO,Will Christopher O'Connell win the Royer vs O'Connell : Round Of 32 match?,yes,100,YES,2026-02-09T19:07:47.619388Z,90,,,2026-02-09T19:11:42Z,3.9,234,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB09DZUDEL-DEL,Will Hugo Dellien win the Dzumhur vs Dellien : Round Of 32 match?,yes,100,YES,2026-02-09T17:05:37.444471Z,90,,,2026-02-09T17:52:29Z,46.9,2811,CORRECT,1289
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08MEDHUM-HUM,Will Ugo Humbert win the Medvedev vs Humbert : Round Of 32 match?,yes,100,YES,2026-02-09T16:42:07.276586Z,90,,,2026-02-09T17:03:33Z,21.4,1285,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08BAUNOR-NOR,Will Cameron Norrie win the Bautista Agut vs Norrie : Round Of 32 match?,yes,100,YES,2026-02-09T12:58:16.982679Z,90,,,2026-02-09T14:12:45Z,74.5,4468,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08JODCAS-JOD,Will Rafael Jodar win the Jodar vs Cassone : Qualification Final match?,yes,100,YES,2026-02-08T20:53:29.429618Z,91,,,2026-02-08T22:32:20Z,98.8,5930,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08SHITOM-SHI,Will Sho Shimabukuro win the Shimabukuro vs Tomic : Qualification Final match?,yes,100,YES,2026-02-08T21:52:17.203839Z,90,,,2026-02-08T22:22:15Z,29.9,1797,CORRECT,1268
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08KYPPIN-PIN,Will Jack Pinnington Jones win the Kypson vs Pinnington Jones : Qualification Final match?,yes,100,YES,2026-02-08T21:00:59.589808Z,91,,,2026-02-08T21:07:05Z,6.1,365,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08PELSEY-PEL,Will Andrea Pellegrino win the Pellegrino vs Seyboth Wild : Qualification Final match?,yes,100,YES,2026-02-08T20:32:22.274154Z,90,,,2026-02-08T20:52:30Z,20.1,1207,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08SVABOY-SVA,Will Zachary Svajda win the Svajda vs Boyer : Qualification Final match?,yes,100,YES,2026-02-08T19:14:52.344104Z,96,,,2026-02-08T20:32:34Z,77.7,4661,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08DELMON-DEL,Will Hugo Dellien win the Dellien vs Monteiro : Qualification Final match?,yes,100,YES,2026-02-08T19:35:17.847157Z,90,,,2026-02-08T20:16:55Z,41.6,2497,CORRECT,894
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08GALMID-MID,Will Lautaro Midon win the Galan vs Midon : Qualification Final match?,yes,100,YES,2026-02-08T17:17:20.503967Z,90,,,2026-02-08T18:42:38Z,85.3,5117,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08PASCEC-PAS,Will Francesco Passaro win the Passaro vs Cecchinato : Qualification Final match?,yes,100,YES,2026-02-08T16:29:23.191623Z,90,,,2026-02-08T18:37:06Z,127.7,7662,CORRECT,1991
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08AUGMAN-AUG,Will Felix Auger-Aliassime win the Auger-Aliassime vs Mannarino : Final match?,yes,100,YES,2026-02-08T14:11:32.139483Z,90,,,2026-02-08T15:46:46Z,95.2,5713,CORRECT,2000
Sports,KXATPMATCH,ATP Tennis Match,KXATPMATCH-26FEB08MEDPAV-PAV,Will Luka Pavlovic win the Medjedovic vs Pavlovic : Qualification Final match?,yes,100,YES,2026-02-08T15:24:45.288976Z,90,,,2026-02-08T15:42:26Z,17.7,1060,CORRECT,2000
