Category,Series Ticker,Series Title,Ticker,Title,Result,Settlement (¢),First Touch Time,First Touch Price (¢),Permanent Cross Time,Permanent Cross Price (¢),Market Close Time,Betting Window (min),Betting Window (sec),Prediction Correct,Trades Count
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB10URIGW-GW,Rhode Island at George Washington Winner?,,100,2026-02-11T00:45:40.720538Z,97,,,,105.7,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB10PURNEB-PUR,Purdue at Nebraska Winner?,,100,2026-02-11T02:19:56.747855Z,96,,,,3.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB10MILWIUIN-MILW,Milwaukee at IU Indy Winner?,,100,2026-02-11T01:32:58.060052Z,95,,,,18.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09UNIMURR-UNI,Northern Iowa at Murray St. Winner?,,100,2026-02-10T04:16:48.972147Z,90,,,,67.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09ALSTSOU-SOU,Alabama St. at Southern University Winner?,,100,2026-02-10T04:10:26.494007Z,90,,,,24.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09ALCNMVSU-ALCN,Alcorn St. at Mississippi Valley St. Winner?,,100,2026-02-10T01:17:08.607604Z,90,,,,193.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09DSUNCCU-NCCU,Delaware St. at North Carolina Central Winner?,,100,2026-02-10T02:43:47.148919Z,90,,,,100.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09ARIZKU-KU,Arizona at Kansas Winner?,,100,2026-02-10T04:17:14.915521Z,93,,,,5.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09AMCCUNO-UNO,Texas A&M-Corpus Christi at New Orleans Winner?,,100,2026-02-10T03:45:11.100627Z,91,,,,35.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09HCUMCNS-MCNS,Houston Christian at McNeese Winner?,,100,2026-02-10T00:10:59.391644Z,97,,,,239.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09OREIND-IND,Oregon at Indiana Winner?,,100,2026-02-10T02:20:55.52838Z,90,,,,109.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09BELBRAD-BRAD,Belmont at Bradley Winner?,,100,2026-02-10T03:11:44.390048Z,90,,,,59.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09CARKUNA-CARK,Central Arkansas at North Alabama Winner?,,100,2026-02-10T02:02:05.031084Z,90,,,,122.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09AAMUGRAM-AAMU,Alabama A&M at Grambling St. Winner?,,100,2026-02-10T01:50:16.576487Z,90,,,,131.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09IWSELA-SELA,Incarnate Word at Southeastern Louisiana Winner?,,100,2026-02-10T00:35:42.985839Z,90,,,,205.7,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09PVFAMU-FAMU,Prairie View A&M at Florida A&M Winner?,,100,2026-02-10T00:38:58.333144Z,90,,,,196.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09NWSTLAM-NWST,Northwestern St. at Lamar Winner?,,100,2026-02-10T01:58:50.775871Z,90,,,,112.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09YALEHOW-YALE,Yale at Howard Winner?,,100,2026-02-10T02:13:56.458574Z,93,,,,96.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09TXSOCOOK-COOK,Texas Southern at Bethune-Cookman Winner?,,100,2026-02-10T02:20:41.489738Z,90,,,,74.5,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09UTRGVNICH-UTRGV,UT Rio Grande Valley at Nicholls St. Winner?,,100,2026-02-10T01:06:05.20893Z,90,,,,145.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09UNCWCOFC-UNCW,UNC Wilmington at Charleston Winner?,,100,2026-02-10T02:11:03.858827Z,90,,,,74.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09ILSTEVAN-EVAN,Illinois St. at Evansville Winner?,,100,2026-02-10T02:13:20.515454Z,90,,,,67.6,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09ETAMSFA-SFA,East Texas A&M at Stephen F. Austin Winner?,,100,2026-02-10T01:47:04.437677Z,90,,,,88.5,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09VALPDRKE-VALP,Valparaiso at Drake Winner?,,100,2026-02-10T02:29:41.22469Z,91,,,,45.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09XAVSJU-SJU,Xavier at St. John's Winner?,,100,2026-02-10T01:50:26.826385Z,90,,,,64.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09SIUINST-SIU,Southern Illinois at Indiana St. Winner?,,100,2026-02-10T01:16:31.517737Z,90,,,,94.6,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09NCSTLOU-LOU,North Carolina St. at Louisville Winner?,,100,2026-02-10T00:29:40.759174Z,90,,,,121.5,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09JKSTARPB-ARPB,Jackson St. at Arkansas-Pine Bluff Winner?,,100,2026-02-10T00:18:28.060549Z,90,,,,84.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB09NAVYBUCK-NAVY,Navy at Bucknell Winner?,,100,2026-02-10T00:07:51.218399Z,98,,,,63.6,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08RICEUAB-UAB,Rice at UAB Winner?,,100,2026-02-08T21:43:35.15435Z,90,,,,40.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08NWIOWA-IOWA,Northwestern at Iowa Winner?,,100,2026-02-08T21:56:16.47827Z,91,,,,22.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08WICHTULN-WICH,Wichita St. at Tulane Winner?,,100,2026-02-08T20:18:28.551327Z,91,,,,72.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08MDMINN-MD,Maryland at Minnesota Winner?,,100,2026-02-08T21:10:26.912324Z,90,,,,20.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08UCFCIN-CIN,UCF at Cincinnati Winner?,,100,2026-02-08T20:08:12.024092Z,95,,,,72.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08CHARMEM-MEM,Charlotte at Memphis Winner?,,100,2026-02-08T19:19:42.336125Z,90,,,,110.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08TTUWVU-TTU,Texas Tech at West Virginia Winner?,,100,2026-02-08T19:21:37.715407Z,91,,,,89.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08MICHOSU-MICH,Michigan at Ohio St. Winner?,,100,2026-02-08T18:52:22.112593Z,94,,,,92.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08UNCGFUR-UNCG,UNC Greensboro at Furman Winner?,,100,2026-02-08T19:59:54.114769Z,95,,,,20.7,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08USCPSU-USC,USC at Penn St. Winner?,,100,2026-02-08T19:07:49.037608Z,94,,,,37.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08TLSAUSF-USF,Tulsa at South Florida Winner?,,100,2026-02-08T19:05:58.882337Z,90,,,,24.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB08UCSDHAW-HAW,UC San Diego at Hawai'i Winner?,,100,2026-02-08T06:47:39.592248Z,97,,,,62.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07SFSMC-SMC,San Francisco at Saint Mary's Winner?,,100,2026-02-08T04:39:42.9309Z,90,,,,141.3,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07HOUBYU-HOU,Houston at BYU Winner?,,100,2026-02-08T05:47:00.729901Z,90,,,,23.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07UCIUCSB-UCSB,UC Irvine at UC Santa Barbara Winner?,,100,2026-02-08T04:12:00.5598Z,91,,,,112.6,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07WASHUCLA-UCLA,Washington at UCLA Winner?,,100,2026-02-08T05:20:44.651574Z,90,,,,39.6,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07BSUUNM-BSU,Boise St. at New Mexico Winner?,,100,2026-02-08T05:18:31.967556Z,90,,,,36.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07PRSTSAC-PRST,Portland St. at Sacramento St. Winner?,,100,2026-02-08T05:06:24.127514Z,90,,,,44.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07FRESNEV-NEV,Fresno St. at Nevada Winner?,,100,2026-02-08T04:37:48.82424Z,90,,,,46.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07ASUCOLO-COLO,Arizona St. at Colorado Winner?,,100,2026-02-08T04:28:35.756593Z,90,,,,46.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07NMSUUTEP-UTEP,New Mexico St. at UTEP Winner?,,100,2026-02-08T04:12:18.554518Z,96,,,,58.3,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07SJSUCSU-CSU,San Jose St. at Colorado St. Winner?,,100,2026-02-08T03:08:17.249201Z,90,,,,113.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07TENNUK-UK,Tennessee at Kentucky Winner?,,100,2026-02-08T03:59:16.42209Z,90,,,,51.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07NAUWEB-WEB,Northern Arizona at Weber St. Winner?,,100,2026-02-08T03:05:41.744205Z,90,,,,65.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07USDLMU-LMU,San Diego at Loyola Marymount Winner?,,100,2026-02-08T02:11:18.539854Z,91,,,,120.3,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07FLATXAM-FLA,Florida at Texas A&M Winner?,,100,2026-02-08T01:57:57.595855Z,90,,,,127.3,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07CLEMCAL-CLEM,Clemson at California Winner?,,100,2026-02-08T01:41:30.011917Z,90,,,,143.7,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07ILLMSU-MSU,Illinois at Michigan St. Winner?,,100,2026-02-08T03:29:17.264766Z,95,,,,35.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07SEAPORT-SEA,Seattle at Portland Winner?,,0,2026-02-08T02:50:41.584032Z,90,,,,70.9,,WRONG,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07SDSUAFA-SDSU,San Diego St. at Air Force Winner?,,100,2026-02-07T23:58:36.523615Z,97,,,,232.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07ACCBU-CBU,Abilene Christian at California Baptist Winner?,,100,2026-02-08T03:05:32.116615Z,93,,,,39.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07TARLSUU-TARL,Tarleton St. at Southern Utah Winner?,,100,2026-02-08T03:00:11.320958Z,90,,,,45.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07USUWYO-USU,Utah St. at Wyoming Winner?,,100,2026-02-08T02:39:55.28264Z,92,,,,61.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07ORUUST-UST,Oral Roberts at St. Thomas Winner?,,100,2026-02-07T23:38:35.206592Z,94,,,,236.9,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07GTSTAN-STAN,Georgia Tech at Stanford Winner?,,100,2026-02-08T01:41:44.352508Z,90,,,,109.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07KENNJVST-JVST,Kennesaw St. at Jacksonville St. Winner?,,100,2026-02-08T01:42:49.708015Z,92,,,,102.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07PACPEPP-PAC,Pacific at Pepperdine Winner?,,100,2026-02-08T01:31:31.522228Z,90,,,,109.7,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07EWUMTST-MTST,Eastern Washington at Montana St. Winner?,,0,2026-02-08T02:42:58.241815Z,90,,,,32.8,,WRONG,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07TXSOFAMU-TXSO,Texas Southern at Florida A&M Winner?,,100,2026-02-08T01:35:58.754499Z,90,,,,95.6,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07MASSLALBY-MASSL,UMass Lowell at University at Albany Winner?,,100,2026-02-08T01:31:31.797521Z,90,,,,84.2,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07RADHP-HP,Radford at High Point Winner?,,100,2026-02-08T01:45:33.95493Z,93,,,,60.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07PFWWRST-WRST,Purdue Fort Wayne at Wright St. Winner?,,100,2026-02-08T01:06:53.258455Z,95,,,,89.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07MRMKRID-MRMK,Merrimack at Rider Winner?,,100,2026-02-08T00:16:50.496177Z,90,,,,139.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07CSBCSF-CSF,Cal State Bakersfield at Cal State Fullerton Winner?,,100,2026-02-08T00:13:59.823893Z,90,,,,138.4,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07JKSTMVSU-JKST,Jackson St. at Mississippi Valley St. Winner?,,100,2026-02-08T00:07:17.091779Z,90,,,,145.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07MRSTFAIR-FAIR,Marist at Fairfield Winner?,,100,2026-02-08T01:33:36.304072Z,90,,,,58.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07MSMIONA-MSM,Mount St. Mary's at Iona Winner?,,100,2026-02-08T01:49:31.857167Z,90,,,,42.5,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07OHIOODU-ODU,Ohio at Old Dominion Winner?,,100,2026-02-08T01:56:15.308092Z,91,,,,26.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07DUKEUNC-UNC,Duke at North Carolina Winner?,,100,2026-02-08T01:40:24.389932Z,99,,,,31.8,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07IDHOMONT-MONT,Idaho at Montana Winner?,,100,2026-02-08T00:36:11.825771Z,91,,,,96.0,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07UGALSU-UGA,Georgia at LSU Winner?,,100,2026-02-08T00:34:27.516636Z,90,,,,92.1,,CORRECT,
Sports,KXNCAAMBGAME,College Basketball,KXNCAAMBGAME-26FEB07SCSTHOW-HOW,South Carolina St. at Howard Winner?,,100,2026-02-07T21:56:53.95313Z,94,,,,239.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB10SASLAL-SAS,San Antonio at Los Angeles L Winner?,,100,2026-02-11T04:18:43.854215Z,97,,,,104.7,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB10DALPHX-PHX,Dallas at Phoenix Winner?,,100,2026-02-11T04:07:31.976439Z,95,,,,19.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB10LACHOU-HOU,Los Angeles C at Houston Winner?,,100,2026-02-11T03:03:10.533949Z,97,,,,37.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB10INDNYK-IND,Indiana at New York Winner?,,100,2026-02-11T03:25:07.343364Z,92,,,,10.4,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09OKCLAL-OKC,Oklahoma City at Los Angeles L Winner?,,100,2026-02-10T05:37:30.260796Z,99,,,,23.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09MEMGSW-GSW,Memphis at Golden State Winner?,,100,2026-02-10T05:28:19.624046Z,96,,,,29.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09PHIPOR-POR,Philadelphia at Portland Winner?,,100,2026-02-10T04:41:42.077441Z,94,,,,75.7,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09CLEDEN-CLE,Cleveland at Denver Winner?,,100,2026-02-10T04:37:32.598491Z,99,,,,13.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09ATLMIN-MIN,Atlanta at Minnesota Winner?,,100,2026-02-10T01:52:39.5386Z,90,,,,113.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09SACNOP-NOP,Sacramento at New Orleans Winner?,,100,2026-02-10T01:39:43.753004Z,90,,,,123.8,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09UTAMIA-UTA,Utah at Miami Winner?,,100,2026-02-10T03:11:24.674394Z,95,,,,14.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09CHIBKN-BKN,Chicago at Brooklyn Winner?,,100,2026-02-10T02:55:51.366497Z,96,,,,21.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09MILORL-ORL,Milwaukee at Orlando Winner?,,100,2026-02-10T02:25:37.078687Z,90,,,,48.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB09DETCHA-DET,Detroit at Charlotte Winner?,,100,2026-02-10T02:34:32.280624Z,98,,,,19.3,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB08LACMIN-LAC,Los Angeles C at Minnesota Winner?,,100,2026-02-08T22:00:21.873775Z,97,,,,45.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB08INDTOR-TOR,Indiana at Toronto Winner?,,100,2026-02-08T21:42:11.487763Z,98,,,,63.3,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB08MIAWAS-MIA,Miami at Washington Winner?,,100,2026-02-08T19:46:14.353855Z,90,,,,109.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB08NYKBOS-NYK,New York at Boston Winner?,,100,2026-02-08T19:45:58.940751Z,95,,,,24.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07CLESAC-CLE,Cleveland at Sacramento Winner?,,100,2026-02-08T05:22:00.136325Z,93,,,,13.4,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07MEMPOR-POR,Memphis at Portland Winner?,,100,2026-02-08T05:14:25.143733Z,90,,,,15.4,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07PHIPHX-PHI,Philadelphia at Phoenix Winner?,,100,2026-02-08T04:19:12.908949Z,96,,,,46.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07GSWLAL-LAL,Golden State at Los Angeles L Winner?,,100,2026-02-08T03:51:30.13561Z,98,,,,24.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07DENCHI-DEN,Denver at Chicago Winner?,,100,2026-02-08T03:11:19.71578Z,96,,,,29.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07CHAATL-CHA,Charlotte at Atlanta Winner?,,100,2026-02-08T02:50:39.188064Z,99,,,,22.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07UTAORL-ORL,Utah at Orlando Winner?,,100,2026-02-08T02:32:40.237397Z,95,,,,13.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07DALSAS-SAS,Dallas at San Antonio Winner?,,100,2026-02-08T00:28:01.68561Z,94,,,,73.7,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07HOUOKC-HOU,Houston at Oklahoma City Winner?,,100,2026-02-07T23:10:40.351559Z,94,,,,13.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB07WASBKN-BKN,Washington at Brooklyn Winner?,,100,2026-02-07T20:44:58.349663Z,97,,,,107.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB06LACSAC-LAC,Los Angeles C at Sacramento Winner?,,100,2026-02-07T05:26:43.981916Z,97,,,,24.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB06MEMPOR-POR,Memphis at Portland Winner?,,100,2026-02-07T04:41:10.868946Z,96,,,,50.4,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB06NOPMIN-NOP,New Orleans at Minnesota Winner?,,100,2026-02-07T03:22:51.34443Z,95,,,,10.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB06INDMIL-MIL,Indiana at Milwaukee Winner?,,100,2026-02-07T03:08:08.515614Z,90,,,,22.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB06MIABOS-BOS,Miami at Boston Winner?,,100,2026-02-07T03:03:07.763371Z,98,,,,12.5,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB06NYKDET-DET,New York at Detroit Winner?,,100,2026-02-07T02:01:41.827196Z,93,,,,73.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05PHILAL-LAL,Philadelphia at Los Angeles L Winner?,,100,2026-02-06T05:29:49.517543Z,95,,,,27.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05GSWPHX-GSW,Golden State at Phoenix Winner?,,100,2026-02-06T05:23:23.991112Z,90,,,,12.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05SASDAL-SAS,San Antonio at Dallas Winner?,,100,2026-02-06T03:45:28.697496Z,90,,,,20.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05CHAHOU-CHA,Charlotte at Houston Winner?,,100,2026-02-06T02:55:52.17891Z,98,,,,54.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05UTAATL-ATL,Utah at Atlanta Winner?,,100,2026-02-06T02:55:51.112314Z,90,,,,9.7,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05CHITOR-TOR,Chicago at Toronto Winner?,,100,2026-02-06T02:24:02.102479Z,96,,,,39.5,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05BKNORL-ORL,Brooklyn at Orlando Winner?,,100,2026-02-06T01:07:31.631686Z,97,,,,106.0,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB05WASDET-WAS,Washington at Detroit Winner?,,100,2026-02-06T02:22:50.150441Z,96,,,,22.8,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04CLELAC-CLE,Cleveland at Los Angeles C Winner?,,100,2026-02-05T04:36:21.550816Z,93,,,,84.3,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04MEMSAC-MEM,Memphis at Sacramento Winner?,,100,2026-02-05T05:34:35.037976Z,90,,,,22.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04OKCSAS-SAS,Oklahoma City at San Antonio Winner?,,100,2026-02-05T04:37:48.381399Z,93,,,,32.7,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04NOPMIL-MIL,New Orleans at Milwaukee Winner?,,100,2026-02-05T03:41:22.933192Z,97,,,,19.3,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04BOSHOU-BOS,Boston at Houston Winner?,,100,2026-02-05T02:46:02.892716Z,96,,,,49.5,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04DENNYK-NYK,Denver at New York Winner?,,100,2026-02-05T03:07:19.464957Z,90,,,,18.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB04MINTOR-MIN,Minnesota at Toronto Winner?,,100,2026-02-05T02:51:42.887263Z,99,,,,25.9,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03PHXPOR-PHX,Phoenix at Portland Winner?,,100,2026-02-04T06:22:40.104229Z,99,,,,28.8,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03PHIGSW-PHI,Philadelphia at Golden State Winner?,,100,2026-02-04T05:02:48.300525Z,97,,,,30.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03ATLMIA-ATL,Atlanta at Miami Winner?,,100,2026-02-04T02:39:50.20327Z,94,,,,77.6,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03BOSDAL-BOS,Boston at Dallas Winner?,,100,2026-02-04T02:44:15.26077Z,90,,,,59.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03ORLOKC-OKC,Orlando at Oklahoma City Winner?,,100,2026-02-04T01:20:14.862412Z,90,,,,140.2,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03CHIMIL-MIL,Chicago at Milwaukee Winner?,,100,2026-02-04T02:39:21.917773Z,90,,,,56.1,,CORRECT,
Sports,KXNBAGAME,NBA,KXNBAGAME-26FEB03LALBKN-LAL,Los Angeles L at Brooklyn Winner?,,100,2026-02-04T01:02:13.162631Z,90,,,,128.4,,CORRECT,
