timestamp,event_id,market_id,question,league,outcome_name,implied_prob,best_bid,best_ask,last_trade_price,clob_buy_price,token_id,game_start_time
2026-02-24T09:05:44.484324+00:00,205363,1367735,Total Kills Over/Under 30.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,15195747914413133918258288442671246609310793521521320162939217124717428530390,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367735,Total Kills Over/Under 30.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,95577540060286265129347602096502112925444833305339118507101458503286153665142,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367736,Total Kills Over/Under 29.5 in Game 3?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,82657361660349556232151407993339164568980698283737326641514890319214497672990,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367736,Total Kills Over/Under 29.5 in Game 3?,league-of-legends,Under,0.0005,0.999,1,0.999,,41112196923534437072292673909198047572959962738220872098326613523371199404352,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367737,Total Kills Over/Under 29.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,36893917400047023686263696768465589016084266948406744035703971080843262809656,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367737,Total Kills Over/Under 29.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,6389059490351478717741430763053199797652282778491992929259448567834572470691,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367738,Total Kills Over/Under 29.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,34597039563896267187941932211841539316333480351024446986847405903496883279690,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367738,Total Kills Over/Under 29.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,109393388049823538527016722633309131249285935295215182551331969077863247382735,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367739,Total Kills Over/Under 28.5 in Game 3?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,110417691209917424961845359581811957714593631936921495329922671685982185187306,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367739,Total Kills Over/Under 28.5 in Game 3?,league-of-legends,Under,0.0005,0.999,1,0.999,,42232820070031836158539116311096012047754740934131448030312549215742291081447,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367740,Total Kills Over/Under 31.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,40596571123629106838173397359479897851899491990326479580727392443054901575764,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367740,Total Kills Over/Under 31.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,76076626087698081214409849345996826848030889869464830317040094111547443112459,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367741,Total Kills Over/Under 31.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,0.95,,109630241260999439817347199562004711652228941902745370927610372540008730895432,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1367741,Total Kills Over/Under 31.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,0.95,0.999,488923822176338904892895070994181384422374106224547587899281904347821450892,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424423,Total Kills Over/Under 27.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,84868416575972238548730972765938775022972304311599867113026674182116178461643,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424423,Total Kills Over/Under 27.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,44012260123691326750834959074465652491846875919386638970492310000201047614806,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424424,Total Kills Over/Under 26.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,110225729436659577313585143717271688098610467414613344048677766433503186440747,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424424,Total Kills Over/Under 26.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,69496393519117072634166044589215271524330554057065982021469906754090140175225,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424437,Total Kills Over/Under 33.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,41612830092867236397947698399793781701199545150518615458388549440814331588327,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424437,Total Kills Over/Under 33.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,37269283874321509562974291451786226796940294910156823587498756677850840039458,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424442,Total Kills Over/Under 25.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,13587379933045447348564103005967916154972020316703282057257137774210423853851,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424442,Total Kills Over/Under 25.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,48780179891262333119982647587362443847884403743473529395314432070562537389260,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424443,Total Kills Over/Under 24.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,62646694960050318384287853911749501037592383450391458249133950932143307047596,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424443,Total Kills Over/Under 24.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,12740991696927378785610003285296260240183697499963977152995390751225580043767,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424444,Total Kills Over/Under 34.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,52840885842938493191647703040915324729588394627098714200021887558609913669766,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424444,Total Kills Over/Under 34.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,82555792251588519379534993651893535049647521947487599939007786864792676525294,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424445,Total Kills Over/Under 35.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,4112336137929410908406721011135828327179372991386876245826638982856827736153,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424445,Total Kills Over/Under 35.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,85159603308489345855822060554251412307865055427716715705431290578793794835390,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424554,Total Kills Over/Under 36.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,52162079991356499192772917924940252364476819226302896314662033606434997419522,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424554,Total Kills Over/Under 36.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,987978984944829508369287372824669972835288124903246514608266870247618037735,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424555,Total Kills Over/Under 23.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,85816091632434136054636841117855666503681426856277819987917482123776253631707,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424555,Total Kills Over/Under 23.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,23743367521883015941764400663863527437174587603101556301334720804173285279723,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424556,Total Kills Over/Under 19.5 in Game 2?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,58209611477372760265367597263985164057055061231006796141832600917606713768848,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424556,Total Kills Over/Under 19.5 in Game 2?,league-of-legends,Under,0.0005,0.999,1,0.999,,47121277666499078704120616759317042277560055197770109934453804671979089886981,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424557,Total Kills Over/Under 21.5 in Game 2?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,95126387736208696559885130891578427527479867859664283525598497863017922147876,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424557,Total Kills Over/Under 21.5 in Game 2?,league-of-legends,Under,0.0005,0.999,1,0.999,,32011184269760316420167626526397520996518513386058785341854012584734671484336,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424558,Total Kills Over/Under 22.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,103907593503285050490870755465251845003940969642024518953407772708221957756573,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424558,Total Kills Over/Under 22.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,44095283594967193947597759563836851514991416866272384268578338264178178632041,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424559,Total Kills Over/Under 20.5 in Game 2?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,42456030192215750114967289787910991570393328849449774089615578275597304435191,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424559,Total Kills Over/Under 20.5 in Game 2?,league-of-legends,Under,0.0005,0.999,1,0.999,,45672759888233450187155228925299701292689827331559994521581735499428155923152,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424560,Total Kills Over/Under 39.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,47463896146551219009249155961822048991410050710763962715454676473246061289502,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424560,Total Kills Over/Under 39.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,65873547874446282684680403136127443415097087227713028751052151482176898552021,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424561,Total Kills Over/Under 37.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,103416456222504928474865302894978878194453885572404574100818882241095205289911,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424561,Total Kills Over/Under 37.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,70134687779296554884522952723975422088341644223669321201232145581352561203408,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424562,Total Kills Over/Under 38.5 in Game 2?,league-of-legends,Over,0.0005,,0.001,,,29353905451167361347407273011326211459736284025648408183621458800009088918788,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424562,Total Kills Over/Under 38.5 in Game 2?,league-of-legends,Under,0.9995,,0.001,,0.999,33171756189733277863925928325837050251214015666526548852717304252100220221521,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424563,LoL: JD Gaming vs Top Esports - Game 4 Winner,league-of-legends,JD Gaming,0.965,0.96,0.97,0.96,0.871,50771240178557111816059881496107387869070082272404835760043686153754047315291,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424563,LoL: JD Gaming vs Top Esports - Game 4 Winner,league-of-legends,Top Esports,0.035,0.96,0.97,0.96,,3975857327729805339540136310833260029911521769688739546988096022074074313927,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424569,Total Kills Over/Under 29.5 in Game 4?,league-of-legends,Over,0.5,0.05,0.95,,0.05,115052843323803767783565233065738368208326194114248072840789221417663611829542,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424569,Total Kills Over/Under 29.5 in Game 4?,league-of-legends,Under,0.5,0.05,0.95,,0.05,51277927665609830085847116559860077725841307551344772496639661739775928634982,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424570,Total Kills Over/Under 28.5 in Game 4?,league-of-legends,Over,0.5,0.05,0.95,,0.05,99436616191069572113141482256408803515353984948776556271063508177134530876829,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424570,Total Kills Over/Under 28.5 in Game 4?,league-of-legends,Under,0.5,0.05,0.95,,0.05,15040118160841754304949080607464552379788689329792994905176938267399151532293,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424571,Total Kills Over/Under 30.5 in Game 4?,league-of-legends,Over,0.5,0.05,0.95,,0.05,79666420089878748927114660618057197716235839326341098187738743480344097958572,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424571,Total Kills Over/Under 30.5 in Game 4?,league-of-legends,Under,0.5,0.05,0.95,,0.05,16032399961892841162870947631829435832085395374844227455104065297623180681005,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424572,Total Kills Over/Under 32.5 in Game 4?,league-of-legends,Over,0.5,0.05,0.95,,0.05,34117869749693256372139523997611684223679374490409005835636457217141201877993,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424572,Total Kills Over/Under 32.5 in Game 4?,league-of-legends,Under,0.5,0.05,0.95,,0.05,12153644299124592522966591847542360440013511572411832504124651956432267158062,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424573,Total Kills Over/Under 31.5 in Game 4?,league-of-legends,Over,0.5,0.05,0.95,,0.05,23377611860892379182071042110718846435111508387755579530622140433346532189396,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424573,Total Kills Over/Under 31.5 in Game 4?,league-of-legends,Under,0.5,0.05,0.95,,0.05,61691900916539640822460392395820077459641659269415247206550087057015324226669,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424574,First Blood in Game 4?,league-of-legends,JD Gaming,0.994,0.99,0.998,0.99,0.992,33914999121074220889196232886258501396699184197963607480372450549774195878484,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424574,First Blood in Game 4?,league-of-legends,Top Esports,0.006,0.99,0.998,0.99,,79855231309987301194988425153533352250442959280042215402329563700378359580563,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424608,Total Kills Over/Under 27.5 in Game 3?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,77759510687760430630571188337784477975242930506777429233527807661303539780309,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424608,Total Kills Over/Under 27.5 in Game 3?,league-of-legends,Under,0.0005,0.999,1,0.999,,97463787875015262342842136104304099348117198490912837431867814867267405869586,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424609,Total Kills Over/Under 26.5 in Game 3?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,1272799396296173846338734913832917067833780773680495731595132192428690875208,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424609,Total Kills Over/Under 26.5 in Game 3?,league-of-legends,Under,0.0005,0.999,1,0.999,,33924047393333600984322478982421997865241113078543099230799350519950006507374,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424640,Total Kills Over/Under 25.5 in Game 3?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,70764419132844564974652343365915064862929082489883938543441005365285610953245,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424640,Total Kills Over/Under 25.5 in Game 3?,league-of-legends,Under,0.0005,0.999,1,0.999,,15272812800624621556173296206745851046267489887418035233142362178853150466707,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424641,Total Kills Over/Under 33.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,59372955945046913128138846652897241388908465038015807451609545996389773008761,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424641,Total Kills Over/Under 33.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,85299365872468136676272948064057878956193456383599524163086290892917836455117,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424689,Total Kills Over/Under 34.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,106289207780427303507957287449742167880725298190371746524501049840046941395144,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424689,Total Kills Over/Under 34.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,62957871785888682263229840716213170411142358464297900664318863340765210874048,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424690,Total Kills Over/Under 35.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,54491656580775265314091972590431516348768256069584214332545212634486275748610,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424690,Total Kills Over/Under 35.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,31322136819647373351478859837756592710968773796755507501286341651710760087034,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424177,Total Kills Over/Under 27.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,45190023503955418652611455956715720282941466052749535968236755997588624296644,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424177,Total Kills Over/Under 27.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,76778856988775466091566158881318291776147599464617488259736136988665900842954,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424178,Total Kills Over/Under 26.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,101806985141594139229259679555601879717522123589717953852310984218158780187146,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424178,Total Kills Over/Under 26.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,27909990345539872844838873088614501674758169165421224462081306796212783755204,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424699,Total Kills Over/Under 37.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,67950175439354378545939167579709057441814894207740950687623038976139651203671,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424699,Total Kills Over/Under 37.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,12538751576509240975925937050261011821697987195484546946542656732078827386976,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424700,Total Kills Over/Under 36.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,101990550218100334628568281985774606455785481624071233558676598909785150081864,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424700,Total Kills Over/Under 36.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,5999129658037110292676880606389303234449168689200572047819760955888402490640,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424183,Total Kills Over/Under 34.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,70387807467657151227744271969442865455403433115092422978600817305121345670157,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424183,Total Kills Over/Under 34.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,100116299970520681859158679717636713714785924655740472099042772023934762846250,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424184,Total Kills Over/Under 33.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,42543387429900169343454213422342936586048052037401903208525227054670579777733,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424184,Total Kills Over/Under 33.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,60817197189994060959244754160446256439274009102928405658960381288167290851805,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424737,Total Kills Over/Under 40.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,27950575402569541040738465403544055986549898792440726374336954578805163857359,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424737,Total Kills Over/Under 40.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,24915015099825314945242856798529335517577835758437033447465835082417362232154,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424738,Total Kills Over/Under 38.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,31874386160429245758205700294358648505659767520721708578383039361756552907008,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424738,Total Kills Over/Under 38.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,855600985587695142340058491176965869872350273454573345328866497078978230504,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424739,Total Kills Over/Under 39.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,54410688947395845559503009727301781125066117009173895422077445446739302393600,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424739,Total Kills Over/Under 39.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,112460815740396942968504970303542864534368750184929768341069864588097334099539,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424289,Total Kills Over/Under 24.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,3398526720135651722512443940675259107432222682020748644585956627553713212867,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424289,Total Kills Over/Under 24.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,33216173659089182662971527470175807027667159129140256411270451954799115082995,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424290,Total Kills Over/Under 25.5 in Game 1?,league-of-legends,Over,0.9995,0.999,1,0.999,0.999,59440379288705503910972897737355401423532094377742675779672070230109776719697,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424290,Total Kills Over/Under 25.5 in Game 1?,league-of-legends,Under,0.0005,0.999,1,0.999,,84159966073483076391687400935675535741829379145127015228249171970343097398131,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424297,Total Kills Over/Under 38.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,115011842670077309966325840854868210408742954544083893314790284538754285062070,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424297,Total Kills Over/Under 38.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,12082969742218691607279225403982612421486405326053218636528400668705776954970,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424298,Total Kills Over/Under 37.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,62508804950000457930168128509673463569912866086061594468793953161232246434095,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424298,Total Kills Over/Under 37.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,33226191736276394341865945395326223892366578425460427415910965355492746022733,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424299,Total Kills Over/Under 36.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,68706241670022169366977698433028580637833754479019477829930752190919195072985,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424299,Total Kills Over/Under 36.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,103984244179148992228934415105262617839868562414828314202021943687813954558637,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424300,Total Kills Over/Under 35.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,94257756590121130054961292244056706853068983562849820513278397209970339888259,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424300,Total Kills Over/Under 35.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,71279718556815386551675048711749854837961168368581789811230764025396795732142,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424852,Total Kills Over/Under 42.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,80090656744644405095593455273207680188165144948605535706312561267438507222472,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424852,Total Kills Over/Under 42.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,115677410214922506487023688779264215600381201951336901168493000582697042549597,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424853,Total Kills Over/Under 41.5 in Game 3?,league-of-legends,Over,0.0005,,0.001,,,98342413351479264911424749635653642179045763023369791392335838957793021830470,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424853,Total Kills Over/Under 41.5 in Game 3?,league-of-legends,Under,0.9995,,0.001,,0.999,1485227512083859463629031459695540523242747471341968157074035573234032429653,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424305,Total Kills Over/Under 41.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,0.95,,95296661130022272488729651434960957053981304542498373532170260117331053234221,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424305,Total Kills Over/Under 41.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,0.95,0.999,52382856996233708394205242335816062253897970168024240888664488423077472603262,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424306,Total Kills Over/Under 40.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,86454031373907882452188047137620826613937074195918436230156062284063103842137,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424306,Total Kills Over/Under 40.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,58182633411832860777998070784430568564600533395141741087072852455525565891512,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424307,Total Kills Over/Under 39.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,105323884050939934407320974568406764292844509760572631621319805627442551963779,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424307,Total Kills Over/Under 39.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,18576770349684914231925316865115980557339555809708494552829186296146645582708,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424316,Game Handicap: TES (-2.5) vs JD Gaming (+2.5),league-of-legends,Top Esports,0.0005,,0.001,,,79406354682171845045425815356547781405063315661964061410563890509023007882715,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424316,Game Handicap: TES (-2.5) vs JD Gaming (+2.5),league-of-legends,JD Gaming,0.9995,,0.001,,0.999,38511848033582925682858593219660895938016994772010790490867367826007786545122,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424317,Total Kills Over/Under 43.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,112855019799125601337727208531107355530032686858691721522057277409088947498815,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424317,Total Kills Over/Under 43.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,97123078590521868539382253028611692472130273232126749051092080778477241035718,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424318,Total Kills Over/Under 42.5 in Game 1?,league-of-legends,Over,0.0005,,0.001,,,50744571521923655837630332764070095162888512767497543024696832222482303024275,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424318,Total Kills Over/Under 42.5 in Game 1?,league-of-legends,Under,0.9995,,0.001,,0.999,83828643492763980080070520037378060664812868399011118849872191243367921868676,2026-02-24 06:10:00+00
2026-02-24T09:05:44.484324+00:00,205363,1424324,Game Handicap: TES (-1.5) vs JD Gaming (+1.5),league-of-legends,Top Esports,0.5,0.05,0.95,,0.03,104435939322709675657014934233738621463541178523028001206885603542497093801954,2026-02-24 06:10:00+00
