timestamp,event_name,league,game_id,market_type,outcome_name,implied_prob,clob_buy_price,clob_sell_price,spread,best_bid,best_ask,volume,liquidity,game_score,game_period,game_elapsed,token_id,market_id,event_id
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,moneyline,Xtreme Gaming,0.405,,,,0.39,0.42,261.90476,8408.0202,0-0,1/3,34m,44222311597120147692143199698174103511942099196032921338444688717989994746419,1421654,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,moneyline,Tundra Esports,0.595,0.58,0.61,-0.030000,0.39,0.42,261.90476,8408.0202,0-0,1/3,34m,64864847447694805699215525444920006133507122924652673660071988281873573417800,1421654,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,347.53788,189.6996,0-0,1/3,34m,96054689824850671546405037237669551963396268799121410815969797946100784013709,1421655,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,347.53788,189.6996,0-0,1/3,34m,11755945226684055894832574862551559218804655526112029711086371441684975451104,1421655,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,spread,Tundra Esports,0.27,,,,0.05,0.49,191.724199,10.8555,0-0,1/3,34m,84051814514448825343944975161549001435392214720427871331452707182583813230094,1421656,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,spread,Xtreme Gaming,0.73,0.51,0.95,-0.440000,0.05,0.49,191.724199,10.8555,0-0,1/3,34m,98158714489803203928653153140006027128162422094103954463896992688412390666953,1421656,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.2,0-0,1/3,34m,89509656612732476483571309773554936869830020631241354303969310417994517804107,1425230,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.2,0-0,1/3,34m,73337314246198124408869026197073412449341968043346020244671545212774190347680,1425230,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Over,0.5,,,,0.05,0.95,,3.2,0-0,1/3,34m,16585249668576243890519755652002932943962440770853895860785010908655225918604,1425231,226398
2026-02-24T11:04:20.233399+00:00,Dota 2: Xtreme Gaming vs Tundra Esports (BO3) - DreamLeague Stage 2,dota-2,1358106,over_under,Under,0.5,,,,0.05,0.95,,3.2,0-0,1/3,34m,110130106523806988720551065838157371605524652295674793902398652965773148440532,1425231,226398
